num,denom,value,one_up
0,0,0.01,FALSE
0,0,0.02,FALSE
0,0,0.03,FALSE
0,0,0.04,FALSE
1,10,0.05,FALSE
1,10,0.060000000000000005,FALSE
1,10,0.06999999999999999,FALSE
1,10,0.08,FALSE
1,10,0.09,FALSE
1,10,0.09999999999999999,FALSE
1,10,0.11,FALSE
1,10,0.12,FALSE
1,10,0.13,FALSE
1,10,0.14,FALSE
2,10,0.15000000000000002,FALSE
2,10,0.16,FALSE
2,10,0.17,FALSE
2,10,0.18000000000000002,FALSE
2,10,0.19,FALSE
2,10,0.2,FALSE
2,10,0.21000000000000002,FALSE
2,10,0.22,FALSE
2,10,0.23,FALSE
2,10,0.24000000000000002,FALSE
3,10,0.25,FALSE
3,10,0.26,FALSE
3,10,0.27,FALSE
3,10,0.28,FALSE
3,10,0.29000000000000004,FALSE
3,10,0.3,FALSE
3,10,0.31,FALSE
3,10,0.32,FALSE
3,10,0.33,FALSE
3,10,0.34,FALSE
4,10,0.35000000000000003,FALSE
4,10,0.36000000000000004,FALSE
4,10,0.37,FALSE
4,10,0.38,FALSE
4,10,0.39,FALSE
4,10,0.4,FALSE
4,10,0.41000000000000003,FALSE
4,10,0.42000000000000004,FALSE
4,10,0.43,FALSE
4,10,0.44,FALSE
5,10,0.45,FALSE
5,10,0.46,FALSE
5,10,0.47000000000000003,FALSE
5,10,0.48000000000000004,FALSE
5,10,0.49,FALSE
5,10,0.5,FALSE
5,10,0.51,FALSE
5,10,0.52,FALSE
5,10,0.53,FALSE
5,10,0.54,FALSE
6,10,0.55,FALSE
6,10,0.56,FALSE
6,10,0.5700000000000001,FALSE
6,10,0.5800000000000001,FALSE
6,10,0.59,FALSE
6,10,0.6,FALSE
6,10,0.61,FALSE
6,10,0.62,FALSE
6,10,0.63,FALSE
6,10,0.64,FALSE
7,10,0.65,FALSE
7,10,0.66,FALSE
7,10,0.67,FALSE
7,10,0.68,FALSE
7,10,0.6900000000000001,FALSE
7,10,0.7000000000000001,FALSE
7,10,0.7100000000000001,FALSE
7,10,0.72,FALSE
7,10,0.73,FALSE
7,10,0.74,FALSE
8,10,0.75,FALSE
8,10,0.76,FALSE
8,10,0.77,FALSE
8,10,0.78,FALSE
8,10,0.79,FALSE
8,10,0.8,FALSE
8,10,0.81,FALSE
8,10,0.8200000000000001,FALSE
8,10,0.8300000000000001,FALSE
8,10,0.8400000000000001,FALSE
9,10,0.85,FALSE
9,10,0.86,FALSE
9,10,0.87,FALSE
9,10,0.88,FALSE
9,10,0.89,FALSE
9,10,0.9,FALSE
9,10,0.91,FALSE
9,10,0.92,FALSE
9,10,0.93,FALSE
9,10,0.9400000000000001,FALSE
0,0,0.9500000000000001,TRUE
0,0,0.9600000000000001,TRUE
0,0,0.97,TRUE
0,0,0.98,TRUE
0,0,0.99,TRUE
