date,time,temp,dew_point,humidity,wind_dir,wind_speed,wind_gust,pressure,precip,condition
2023-05-23,2:50 AM,61 °F,57 °F,88%,NW,5 mph,0 mph,29.87 in,0.0 in,Light Rain
2023-05-23,3:20 AM,61 °F,57 °F,88%,W,6 mph,0 mph,29.84 in,0.0 in,Light Rain
2023-05-23,3:50 AM,61 °F,57 °F,88%,W,6 mph,0 mph,29.84 in,0.0 in,Light Rain
2023-05-23,4:20 AM,61 °F,57 °F,88%,W,8 mph,0 mph,29.84 in,0.0 in,Cloudy
2023-05-23,4:50 AM,61 °F,57 °F,88%,W,9 mph,0 mph,29.81 in,0.0 in,Cloudy
2023-05-23,5:20 AM,61 °F,55 °F,82%,W,8 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,5:50 AM,61 °F,55 °F,82%,W,7 mph,0 mph,29.81 in,0.0 in,Fair
2023-05-23,6:50 AM,61 °F,55 °F,82%,W,6 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,7:50 AM,61 °F,55 °F,82%,WNW,7 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,8:50 AM,61 °F,55 °F,82%,W,10 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,9:20 AM,61 °F,55 °F,82%,W,7 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,9:50 AM,63 °F,55 °F,77%,W,8 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,10:20 AM,63 °F,57 °F,82%,W,9 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,10:50 AM,63 °F,57 °F,82%,W,10 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,11:20 AM,64 °F,55 °F,73%,W,8 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,11:50 AM,64 °F,55 °F,73%,W,6 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,12:20 PM,66 °F,55 °F,68%,W,3 mph,0 mph,29.81 in,0.0 in,Mostly Cloudy
2023-05-23,12:50 PM,66 °F,55 °F,68%,SSW,3 mph,0 mph,29.84 in,0.0 in,Showers in the Vicinity
2023-05-23,1:20 PM,64 °F,55 °F,73%,SSW,8 mph,0 mph,29.84 in,0.0 in,Showers in the Vicinity
2023-05-23,1:30 PM,64 °F,57 °F,77%,SSW,7 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,1:37 PM,63 °F,59 °F,88%,SW,7 mph,0 mph,29.84 in,0.0 in,Heavy Rain Shower
2023-05-23,1:50 PM,61 °F,57 °F,88%,SW,7 mph,0 mph,29.84 in,0.0 in,Heavy Rain Shower
2023-05-23,2:20 PM,61 °F,59 °F,94%,SSW,3 mph,0 mph,29.84 in,0.0 in,Rain Shower
2023-05-23,2:25 PM,61 °F,57 °F,88%,SSW,3 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,2:50 PM,63 °F,59 °F,88%,SSW,5 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,3:20 PM,63 °F,59 °F,88%,SSW,7 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,3:50 PM,63 °F,59 °F,88%,SW,6 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,4:20 PM,63 °F,59 °F,88%,SW,7 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,4:50 PM,63 °F,59 °F,88%,W,7 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,5:20 PM,61 °F,57 °F,88%,W,9 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,5:50 PM,61 °F,57 °F,88%,WSW,9 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,6:20 PM,63 °F,57 °F,82%,W,10 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,6:50 PM,63 °F,59 °F,88%,SW,8 mph,0 mph,29.84 in,0.0 in,Light Rain Shower
2023-05-23,7:20 PM,63 °F,57 °F,82%,WSW,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,7:50 PM,63 °F,57 °F,82%,W,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,8:20 PM,63 °F,57 °F,82%,WNW,7 mph,0 mph,29.84 in,0.0 in,Showers in the Vicinity
2023-05-23,8:50 PM,63 °F,57 °F,82%,WNW,7 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy
2023-05-23,9:20 PM,63 °F,57 °F,82%,W,8 mph,0 mph,29.84 in,0.0 in,Partly Cloudy
2023-05-23,9:50 PM,63 °F,57 °F,82%,W,7 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-23,10:20 PM,63 °F,57 °F,82%,WNW,2 mph,0 mph,29.87 in,0.0 in,Partly Cloudy
2023-05-23,10:50 PM,63 °F,57 °F,82%,NW,3 mph,0 mph,29.87 in,0.0 in,Cloudy
2023-05-23,11:20 PM,63 °F,57 °F,82%,NW,3 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-23,11:50 PM,61 °F,57 °F,88%,N,2 mph,0 mph,29.90 in,0.0 in,Cloudy
2023-05-24,12:20 AM,61 °F,55 °F,82%,NNW,2 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-24,12:50 AM,61 °F,57 °F,88%,SW,2 mph,0 mph,29.90 in,0.0 in,Cloudy
2023-05-24,1:20 AM,61 °F,57 °F,88%,W,2 mph,0 mph,29.90 in,0.0 in,Cloudy
2023-05-24,1:50 AM,61 °F,57 °F,88%,WNW,3 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-24,2:20 AM,61 °F,57 °F,88%,W,6 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-24,2:50 AM,61 °F,57 °F,88%,W,2 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-24,3:20 AM,61 °F,57 °F,88%,W,1 mph,0 mph,29.87 in,0.0 in,Mostly Cloudy
2023-05-24,3:50 AM,61 °F,57 °F,88%,W,3 mph,0 mph,29.90 in,0.0 in,Partly Cloudy
2023-05-24,4:20 AM,61 °F,57 °F,88%,WSW,5 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-24,4:50 AM,59 °F,55 °F,88%,WSW,3 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-24,5:20 AM,59 °F,55 °F,88%,WSW,6 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-24,5:50 AM,59 °F,55 °F,88%,WNW,3 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-24,6:50 AM,57 °F,54 °F,88%,W,2 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-24,7:50 AM,59 °F,55 °F,88%,SSW,1 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-24,8:50 AM,59 °F,55 °F,88%,W,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,9:20 AM,61 °F,55 °F,82%,W,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,9:50 AM,61 °F,55 °F,82%,W,2 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,10:20 AM,64 °F,57 °F,77%,W,2 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,10:50 AM,66 °F,57 °F,73%,E,2 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,11:20 AM,64 °F,55 °F,73%,E,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,11:50 AM,66 °F,57 °F,73%,E,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,12:20 PM,66 °F,57 °F,73%,E,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,12:50 PM,66 °F,57 °F,73%,E,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,1:20 PM,66 °F,57 °F,73%,E,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,1:50 PM,70 °F,57 °F,64%,SE,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,2:20 PM,68 °F,55 °F,64%,ESE,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,2:50 PM,70 °F,55 °F,60%,ESE,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,3:20 PM,68 °F,57 °F,68%,ESE,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,3:50 PM,70 °F,57 °F,64%,ESE,10 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,4:20 PM,70 °F,57 °F,64%,ESE,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,4:50 PM,72 °F,55 °F,57%,SE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,5:20 PM,72 °F,55 °F,57%,SE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,5:50 PM,72 °F,57 °F,60%,SE,9 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-24,6:20 PM,72 °F,55 °F,57%,S,6 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-24,6:50 PM,70 °F,57 °F,64%,ESE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,7:20 PM,70 °F,57 °F,64%,SE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,7:50 PM,70 °F,59 °F,68%,SE,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,8:20 PM,70 °F,57 °F,64%,ESE,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,8:50 PM,70 °F,59 °F,68%,SE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,9:20 PM,68 °F,57 °F,68%,ESE,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,9:50 PM,68 °F,59 °F,73%,SE,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-24,10:20 PM,68 °F,59 °F,73%,ESE,5 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-24,10:50 PM,68 °F,59 °F,73%,ESE,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-24,11:20 PM,66 °F,61 °F,83%,ENE,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-24,11:50 PM,64 °F,61 °F,88%,NE,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-25,12:20 AM,64 °F,61 °F,88%,NNE,5 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,12:50 AM,64 °F,61 °F,88%,ESE,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,1:20 AM,64 °F,61 °F,88%,E,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,1:50 AM,64 °F,61 °F,88%,E,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,2:20 AM,64 °F,61 °F,88%,ENE,1 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,2:50 AM,64 °F,61 °F,88%,E,2 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-25,3:20 AM,64 °F,61 °F,88%,ENE,3 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-25,3:50 AM,64 °F,59 °F,83%,ESE,2 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-25,4:20 AM,64 °F,59 °F,83%,E,2 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-25,4:50 AM,63 °F,59 °F,88%,E,2 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-25,5:20 AM,63 °F,59 °F,88%,ESE,1 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-25,5:50 AM,63 °F,59 °F,88%,E,2 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-25,6:50 AM,61 °F,57 °F,88%,WNW,1 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-25,7:50 AM,61 °F,57 °F,88%,W,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,8:50 AM,63 °F,59 °F,88%,W,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,9:20 AM,64 °F,59 °F,83%,W,2 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,9:50 AM,66 °F,59 °F,78%,ENE,3 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,10:20 AM,66 °F,59 °F,78%,ENE,5 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,10:50 AM,66 °F,59 °F,78%,E,5 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,11:20 AM,68 °F,59 °F,73%,ENE,6 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,11:50 AM,68 °F,59 °F,73%,E,7 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,12:20 PM,68 °F,59 °F,73%,E,7 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,12:50 PM,70 °F,59 °F,68%,E,8 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,1:20 PM,70 °F,59 °F,68%,E,9 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-25,1:50 PM,70 °F,61 °F,73%,E,10 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,2:20 PM,72 °F,59 °F,64%,E,12 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,2:50 PM,70 °F,59 °F,68%,E,10 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,3:20 PM,72 °F,59 °F,64%,E,12 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,3:50 PM,72 °F,59 °F,64%,ESE,12 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-25,4:20 PM,72 °F,57 °F,60%,ESE,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-25,4:50 PM,72 °F,59 °F,64%,ESE,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-25,5:20 PM,73 °F,57 °F,57%,ESE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,5:50 PM,73 °F,59 °F,61%,ESE,8 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,6:20 PM,72 °F,59 °F,64%,E,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,6:50 PM,72 °F,61 °F,69%,E,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,7:20 PM,72 °F,59 °F,64%,E,12 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,7:50 PM,70 °F,59 °F,68%,ESE,8 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,8:20 PM,70 °F,59 °F,68%,E,10 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,8:50 PM,70 °F,59 °F,68%,ESE,10 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,9:20 PM,70 °F,59 °F,68%,SE,5 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,9:50 PM,70 °F,59 °F,68%,SE,3 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-25,10:20 PM,70 °F,59 °F,68%,S,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,10:50 PM,68 °F,57 °F,68%,SSE,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,11:20 PM,70 °F,57 °F,64%,SE,5 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-25,11:50 PM,68 °F,59 °F,73%,ESE,2 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,12:20 AM,68 °F,59 °F,73%,ESE,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,12:50 AM,68 °F,59 °F,73%,N,3 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,1:20 AM,68 °F,61 °F,78%,NW,3 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,1:50 AM,66 °F,61 °F,83%,ENE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,2:20 AM,66 °F,61 °F,83%,NE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,2:50 AM,64 °F,61 °F,88%,NE,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,3:20 AM,66 °F,61 °F,83%,NE,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,3:50 AM,66 °F,61 °F,83%,NE,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,4:20 AM,64 °F,61 °F,88%,NNE,6 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-26,4:50 AM,66 °F,61 °F,83%,NE,3 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy
2023-05-26,5:50 AM,64 °F,59 °F,83%,NE,5 mph,0 mph,29.90 in,0.0 in,Partly Cloudy
2023-05-26,6:50 AM,64 °F,61 °F,88%,NE,7 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,7:50 AM,66 °F,63 °F,88%,E,10 mph,0 mph,29.93 in,0.0 in,Partly Cloudy
2023-05-26,8:20 AM,66 °F,63 °F,88%,ENE,12 mph,0 mph,29.93 in,0.0 in,Cloudy
2023-05-26,8:50 AM,66 °F,63 °F,88%,ENE,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-26,9:20 AM,68 °F,63 °F,83%,NE,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,9:50 AM,68 °F,63 °F,83%,ENE,14 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,10:20 AM,68 °F,63 °F,83%,ENE,15 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,10:50 AM,66 °F,63 °F,88%,NE,12 mph,23 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,11:20 AM,68 °F,63 °F,83%,ENE,13 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-26,11:50 AM,70 °F,63 °F,78%,ENE,13 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-26,12:20 PM,68 °F,63 °F,83%,ENE,14 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2023-05-26,12:50 PM,68 °F,63 °F,83%,ENE,13 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2023-05-26,1:20 PM,68 °F,63 °F,83%,ENE,13 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2023-05-26,1:50 PM,70 °F,63 °F,78%,ENE,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-26,2:20 PM,72 °F,63 °F,73%,ENE,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-26,2:50 PM,70 °F,63 °F,78%,E,10 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-26,3:20 PM,70 °F,63 °F,78%,ENE,13 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-26,3:50 PM,70 °F,63 °F,78%,E,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-26,4:20 PM,70 °F,63 °F,78%,E,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-26,4:50 PM,70 °F,64 °F,83%,E,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,5:20 PM,70 °F,63 °F,78%,E,12 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,5:50 PM,70 °F,63 °F,78%,ESE,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,6:20 PM,70 °F,63 °F,78%,E,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-26,6:50 PM,70 °F,63 °F,78%,ESE,10 mph,0 mph,29.93 in,0.0 in,Partly Cloudy
2023-05-26,7:20 PM,70 °F,64 °F,83%,E,12 mph,0 mph,29.93 in,0.0 in,Partly Cloudy
2023-05-26,7:50 PM,70 °F,63 °F,78%,E,10 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,8:20 PM,68 °F,64 °F,88%,E,9 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,8:50 PM,68 °F,64 °F,88%,ENE,10 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,9:20 PM,68 °F,64 °F,88%,ENE,12 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,9:50 PM,68 °F,64 °F,88%,ENE,13 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,10:20 PM,68 °F,64 °F,88%,ENE,12 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-26,10:50 PM,68 °F,64 °F,88%,E,14 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-26,11:20 PM,68 °F,64 °F,88%,E,13 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-26,11:50 PM,68 °F,64 °F,88%,E,14 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-27,12:20 AM,66 °F,63 °F,88%,NE,14 mph,0 mph,29.93 in,0.0 in,Cloudy
2023-05-27,12:50 AM,68 °F,63 °F,83%,ENE,13 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-27,1:20 AM,68 °F,63 °F,83%,ESE,13 mph,0 mph,29.98 in,0.0 in,Light Rain
2023-05-27,1:50 AM,66 °F,64 °F,94%,E,17 mph,0 mph,29.96 in,0.0 in,Light Rain
2023-05-27,2:20 AM,66 °F,64 °F,94%,E,13 mph,0 mph,29.93 in,0.0 in,Heavy Rain
2023-05-27,2:50 AM,66 °F,64 °F,94%,ENE,9 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,3:20 AM,66 °F,64 °F,94%,E,9 mph,0 mph,29.96 in,0.0 in,Light Rain
2023-05-27,3:50 AM,66 °F,64 °F,94%,ESE,17 mph,0 mph,29.93 in,0.0 in,Light Rain
2023-05-27,4:20 AM,66 °F,64 °F,94%,E,14 mph,0 mph,29.93 in,0.0 in,Light Drizzle
2023-05-27,4:50 AM,66 °F,63 °F,88%,E,10 mph,0 mph,29.93 in,0.0 in,Light Rain
2023-05-27,5:20 AM,66 °F,63 °F,88%,E,16 mph,28 mph,29.93 in,0.0 in,Light Drizzle
2023-05-27,5:50 AM,66 °F,63 °F,88%,ESE,7 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,6:50 AM,66 °F,61 °F,83%,ENE,5 mph,0 mph,29.93 in,0.0 in,Partly Cloudy
2023-05-27,7:50 AM,66 °F,59 °F,78%,E,2 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,8:50 AM,66 °F,63 °F,88%,SW,3 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,9:20 AM,66 °F,63 °F,88%,SSW,5 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,9:50 AM,68 °F,61 °F,78%,SSW,3 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,10:20 AM,68 °F,59 °F,73%,WSW,6 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-27,10:50 AM,70 °F,57 °F,64%,S,6 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy
2023-05-27,11:20 AM,72 °F,57 °F,60%,S,7 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,11:50 AM,72 °F,59 °F,64%,S,9 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,12:20 PM,72 °F,61 °F,69%,S,9 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-27,12:50 PM,72 °F,61 °F,69%,S,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,1:20 PM,72 °F,63 °F,73%,SSW,13 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,1:50 PM,72 °F,61 °F,69%,S,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,2:20 PM,72 °F,61 °F,69%,SSW,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,2:50 PM,72 °F,61 °F,69%,SSW,14 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,3:20 PM,72 °F,61 °F,69%,SSW,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,3:50 PM,72 °F,61 °F,69%,SSW,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,4:20 PM,73 °F,57 °F,57%,SW,10 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,4:50 PM,72 °F,59 °F,64%,SSW,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,5:20 PM,73 °F,55 °F,53%,SW,10 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,5:50 PM,73 °F,57 °F,57%,WSW,8 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,6:20 PM,72 °F,57 °F,60%,W,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,6:50 PM,72 °F,59 °F,64%,W,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,7:20 PM,72 °F,59 °F,64%,W,12 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,7:50 PM,70 °F,57 °F,64%,W,10 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-27,8:20 PM,72 °F,55 °F,57%,WSW,15 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-27,8:50 PM,72 °F,55 °F,57%,SW,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-27,9:20 PM,72 °F,57 °F,60%,WSW,12 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-27,9:50 PM,70 °F,59 °F,68%,WSW,10 mph,0 mph,29.96 in,0.0 in,Cloudy
2023-05-27,10:20 PM,70 °F,59 °F,68%,WSW,8 mph,0 mph,29.98 in,0.0 in,Cloudy
2023-05-27,10:50 PM,68 °F,59 °F,73%,W,12 mph,0 mph,29.98 in,0.0 in,Cloudy
2023-05-27,11:20 PM,68 °F,59 °F,73%,W,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2023-05-27,11:50 PM,68 °F,61 °F,78%,WNW,8 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-28,12:20 AM,66 °F,61 °F,83%,W,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,12:50 AM,68 °F,59 °F,73%,WSW,10 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,1:20 AM,66 °F,59 °F,78%,WSW,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,1:50 AM,66 °F,59 °F,78%,W,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,2:20 AM,66 °F,59 °F,78%,WSW,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,2:50 AM,66 °F,59 °F,78%,WSW,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,3:20 AM,66 °F,59 °F,78%,WSW,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,3:50 AM,64 °F,59 °F,83%,WSW,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,4:20 AM,64 °F,59 °F,83%,SW,8 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,4:50 AM,64 °F,59 °F,83%,W,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,5:20 AM,64 °F,59 °F,83%,W,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,5:50 AM,64 °F,59 °F,83%,W,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,6:20 AM,64 °F,59 °F,83%,W,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,6:50 AM,64 °F,59 °F,83%,WSW,6 mph,0 mph,29.96 in,0.0 in,Fair
