date,time,temp,dew_point,humidity,wind_dir,wind_speed,wind_gust,pressure,precip,condition
2023-05-28,7:20 AM,64 °F,59 °F,83%,W,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,7:50 AM,64 °F,59 °F,83%,W,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,8:50 AM,64 °F,59 °F,83%,W,8 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,9:20 AM,66 °F,59 °F,78%,WSW,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,9:50 AM,68 °F,59 °F,73%,WSW,6 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,10:20 AM,70 °F,59 °F,68%,WSW,5 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,10:50 AM,70 °F,59 °F,68%,SW,5 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,11:20 AM,70 °F,59 °F,68%,SSW,10 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-28,11:50 AM,70 °F,61 °F,73%,SSW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-28,12:20 PM,72 °F,61 °F,69%,SSW,9 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
2023-05-28,12:50 PM,73 °F,59 °F,61%,WSW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
2023-05-28,1:20 PM,72 °F,59 °F,64%,SW,8 mph,0 mph,29.98 in,0.0 in,Light Rain
2023-05-28,1:50 PM,72 °F,59 °F,64%,W,16 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-28,2:20 PM,75 °F,57 °F,53%,WSW,14 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,2:50 PM,73 °F,57 °F,57%,SW,12 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-28,3:20 PM,75 °F,57 °F,53%,SW,13 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,3:50 PM,75 °F,57 °F,53%,SW,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,4:20 PM,73 °F,57 °F,57%,SW,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,4:50 PM,75 °F,55 °F,50%,WSW,12 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-28,5:20 PM,73 °F,55 °F,53%,W,20 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,5:50 PM,72 °F,55 °F,57%,W,21 mph,0 mph,29.93 in,0.0 in,Fair / Windy
2023-05-28,6:20 PM,72 °F,55 °F,57%,W,21 mph,0 mph,29.96 in,0.0 in,Fair / Windy
2023-05-28,6:50 PM,73 °F,55 °F,53%,W,21 mph,32 mph,29.96 in,0.0 in,Fair / Windy
2023-05-28,7:20 PM,72 °F,57 °F,60%,W,23 mph,35 mph,29.96 in,0.0 in,Fair / Windy
2023-05-28,7:50 PM,72 °F,57 °F,60%,W,21 mph,0 mph,29.96 in,0.0 in,Fair / Windy
2023-05-28,8:20 PM,72 °F,57 °F,60%,WSW,20 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,8:50 PM,72 °F,57 °F,60%,WSW,17 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,9:20 PM,70 °F,59 °F,68%,W,17 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-28,9:50 PM,70 °F,59 °F,68%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,10:20 PM,68 °F,59 °F,73%,W,21 mph,0 mph,29.98 in,0.0 in,Fair / Windy
2023-05-28,10:50 PM,68 °F,59 °F,73%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,11:20 PM,68 °F,59 °F,73%,W,13 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-28,11:50 PM,68 °F,59 °F,73%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-29,12:20 AM,68 °F,59 °F,73%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-29,12:50 AM,66 °F,59 °F,78%,W,12 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-29,1:20 AM,66 °F,59 °F,78%,W,12 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-29,1:50 AM,66 °F,59 °F,78%,WSW,10 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-29,2:20 AM,66 °F,59 °F,78%,W,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,2:50 AM,66 °F,59 °F,78%,W,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,3:20 AM,66 °F,59 °F,78%,WSW,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,3:50 AM,66 °F,59 °F,78%,WSW,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-29,4:20 AM,66 °F,59 °F,78%,SW,10 mph,0 mph,29.93 in,0.0 in,Partly Cloudy
2023-05-29,4:50 AM,66 °F,59 °F,78%,WSW,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,5:20 AM,66 °F,59 °F,78%,WSW,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,5:50 AM,66 °F,59 °F,78%,WSW,10 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,6:50 AM,66 °F,59 °F,78%,SW,7 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,7:50 AM,64 °F,59 °F,83%,W,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,8:50 AM,66 °F,57 °F,73%,W,13 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,9:20 AM,66 °F,57 °F,73%,W,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,9:50 AM,68 °F,59 °F,73%,W,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,10:20 AM,70 °F,59 °F,68%,W,10 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,10:50 AM,70 °F,59 °F,68%,W,8 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,11:20 AM,72 °F,55 °F,57%,WSW,9 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-29,11:50 AM,73 °F,55 °F,53%,W,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,12:20 PM,75 °F,54 °F,47%,WSW,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,12:50 PM,75 °F,54 °F,47%,WSW,9 mph,0 mph,29.96 in,0.0 in,Partly Cloudy
2023-05-29,1:20 PM,73 °F,57 °F,57%,SSW,13 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy
2023-05-29,1:50 PM,75 °F,57 °F,53%,SSW,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,2:20 PM,73 °F,59 °F,61%,S,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,2:50 PM,73 °F,57 °F,57%,S,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,3:20 PM,75 °F,57 °F,53%,SSW,13 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,3:50 PM,75 °F,55 °F,50%,SSW,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,4:20 PM,75 °F,54 °F,47%,SSW,10 mph,22 mph,29.93 in,0.0 in,Fair
2023-05-29,4:50 PM,79 °F,50 °F,36%,WSW,14 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,5:20 PM,77 °F,50 °F,39%,WSW,14 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,5:50 PM,73 °F,54 °F,50%,W,16 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,6:20 PM,73 °F,54 °F,50%,W,16 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,6:50 PM,75 °F,54 °F,47%,WSW,16 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,7:20 PM,73 °F,54 °F,50%,W,17 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,7:50 PM,73 °F,55 °F,53%,W,17 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-29,8:20 PM,72 °F,57 °F,60%,W,16 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,8:50 PM,70 °F,57 °F,64%,W,16 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,9:20 PM,70 °F,57 °F,64%,W,15 mph,26 mph,29.93 in,0.0 in,Fair
2023-05-29,9:50 PM,70 °F,57 °F,64%,W,14 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,10:20 PM,68 °F,59 °F,73%,W,14 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,10:50 PM,68 °F,59 °F,73%,W,14 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-29,11:20 PM,68 °F,59 °F,73%,WNW,15 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-29,11:50 PM,66 °F,59 °F,78%,W,16 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,12:20 AM,66 °F,59 °F,78%,W,17 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,12:50 AM,66 °F,59 °F,78%,WSW,14 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,1:20 AM,66 °F,59 °F,78%,WSW,15 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,1:50 AM,66 °F,59 °F,78%,SW,13 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,2:20 AM,66 °F,61 °F,83%,W,14 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,2:50 AM,66 °F,59 °F,78%,W,13 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,3:20 AM,66 °F,61 °F,83%,W,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,3:50 AM,66 °F,59 °F,78%,WSW,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,4:20 AM,66 °F,59 °F,78%,WSW,13 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,4:50 AM,66 °F,59 °F,78%,WSW,14 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,5:20 AM,66 °F,59 °F,78%,WSW,12 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,5:50 AM,66 °F,59 °F,78%,W,9 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-30,6:50 AM,66 °F,61 °F,83%,W,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,7:50 AM,66 °F,59 °F,78%,W,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-30,8:50 AM,68 °F,59 °F,73%,WSW,7 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,9:20 AM,68 °F,59 °F,73%,SW,7 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,9:50 AM,70 °F,61 °F,73%,SW,10 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,10:20 AM,70 °F,59 °F,68%,WSW,7 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,10:50 AM,72 °F,59 °F,64%,SW,12 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,11:20 AM,73 °F,59 °F,61%,SW,12 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,11:50 AM,73 °F,59 °F,61%,WSW,13 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,12:20 PM,73 °F,59 °F,61%,WSW,14 mph,0 mph,30.04 in,0.0 in,Fair
2023-05-30,12:50 PM,73 °F,57 °F,57%,WSW,14 mph,0 mph,30.04 in,0.0 in,Fair
2023-05-30,1:20 PM,75 °F,55 °F,50%,SW,12 mph,0 mph,30.04 in,0.0 in,Fair
2023-05-30,1:50 PM,75 °F,57 °F,53%,SSW,13 mph,24 mph,30.04 in,0.0 in,Fair
2023-05-30,2:20 PM,79 °F,54 °F,42%,SW,10 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,2:50 PM,75 °F,54 °F,47%,W,14 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,3:20 PM,77 °F,52 °F,41%,WSW,14 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,3:50 PM,77 °F,52 °F,41%,WSW,14 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,4:20 PM,79 °F,52 °F,39%,WSW,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,4:50 PM,79 °F,52 °F,39%,WSW,18 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,5:20 PM,79 °F,52 °F,39%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,5:50 PM,77 °F,54 °F,44%,WSW,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,6:20 PM,79 °F,52 °F,39%,WSW,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,6:50 PM,75 °F,52 °F,44%,WSW,17 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,7:20 PM,73 °F,54 °F,50%,W,16 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,7:50 PM,73 °F,55 °F,53%,W,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,8:20 PM,72 °F,57 °F,60%,W,14 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-30,8:50 PM,72 °F,57 °F,60%,W,14 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,9:20 PM,70 °F,57 °F,64%,W,17 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,9:50 PM,70 °F,59 °F,68%,W,15 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,10:20 PM,68 °F,59 °F,73%,W,16 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,10:50 PM,68 °F,59 °F,73%,W,16 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,11:20 PM,68 °F,59 °F,73%,W,18 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-30,11:50 PM,68 °F,59 °F,73%,W,21 mph,0 mph,30.01 in,0.0 in,Fair / Windy
2023-05-31,12:20 AM,66 °F,61 °F,83%,W,16 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-31,12:50 AM,66 °F,61 °F,83%,W,17 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-31,1:20 AM,66 °F,61 °F,83%,W,15 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-31,1:50 AM,66 °F,61 °F,83%,W,17 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-31,2:20 AM,66 °F,61 °F,83%,W,18 mph,0 mph,30.01 in,0.0 in,Fair
2023-05-31,2:50 AM,66 °F,61 °F,83%,W,17 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,3:20 AM,66 °F,61 °F,83%,W,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,3:50 AM,66 °F,61 °F,83%,W,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,4:20 AM,66 °F,61 °F,83%,W,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,4:50 AM,66 °F,61 °F,83%,W,15 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,5:20 AM,66 °F,61 °F,83%,WSW,13 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,5:50 AM,66 °F,59 °F,78%,WSW,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,6:50 AM,66 °F,59 °F,78%,SW,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,7:50 AM,66 °F,59 °F,78%,WSW,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,8:50 AM,66 °F,59 °F,78%,WSW,10 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,9:20 AM,66 °F,59 °F,78%,W,9 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,9:50 AM,68 °F,59 °F,73%,WSW,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,10:20 AM,72 °F,59 °F,64%,SW,8 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,10:50 AM,73 °F,59 °F,61%,SSW,7 mph,0 mph,29.98 in,0.0 in,Fair
2023-05-31,11:20 AM,73 °F,59 °F,61%,SW,7 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-31,11:50 AM,73 °F,61 °F,65%,SSW,9 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-31,12:20 PM,73 °F,61 °F,65%,SSW,12 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-31,12:50 PM,73 °F,61 °F,65%,SSW,14 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-31,1:20 PM,73 °F,59 °F,61%,SSW,16 mph,0 mph,29.96 in,0.0 in,Fair
2023-05-31,1:50 PM,73 °F,59 °F,61%,S,16 mph,28 mph,29.96 in,0.0 in,Fair
2023-05-31,2:20 PM,73 °F,61 °F,65%,S,17 mph,29 mph,29.93 in,0.0 in,Fair
2023-05-31,2:50 PM,73 °F,61 °F,65%,S,17 mph,29 mph,29.93 in,0.0 in,Fair
2023-05-31,3:20 PM,73 °F,61 °F,65%,S,17 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-31,3:50 PM,75 °F,59 °F,57%,S,16 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-31,4:20 PM,75 °F,59 °F,57%,S,16 mph,0 mph,29.93 in,0.0 in,Fair
2023-05-31,4:50 PM,77 °F,55 °F,47%,S,15 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,5:20 PM,79 °F,55 °F,44%,S,15 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,5:50 PM,79 °F,54 °F,42%,S,15 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,6:20 PM,77 °F,55 °F,47%,S,15 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,6:50 PM,77 °F,54 °F,44%,S,13 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,7:20 PM,75 °F,55 °F,50%,SSW,16 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,7:50 PM,75 °F,55 °F,50%,SSW,13 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,8:20 PM,73 °F,57 °F,57%,SSW,13 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,8:50 PM,73 °F,59 °F,61%,SSW,12 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,9:20 PM,75 °F,55 °F,50%,SW,7 mph,0 mph,29.87 in,0.0 in,Partly Cloudy
2023-05-31,9:50 PM,75 °F,55 °F,50%,SW,10 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,10:20 PM,73 °F,55 °F,53%,SW,12 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,10:50 PM,73 °F,54 °F,50%,SW,9 mph,0 mph,29.87 in,0.0 in,Fair
2023-05-31,11:20 PM,72 °F,55 °F,57%,SW,9 mph,0 mph,29.90 in,0.0 in,Fair
2023-05-31,11:50 PM,72 °F,55 °F,57%,SW,10 mph,0 mph,29.90 in,0.0 in,Fair
