z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
39,59,Y,4.3711,0.0129,,,FALSE,0.548,0.002,,B-,100,,B-N,0.33,0.03,,,,2.98,0.02,1.7,0.2,97922394.841,8.501,-72288.748,7.919
39,60,Y,4.4658,0.0223,,,FALSE,1.484,0.007,,B-,100,,B-N,1.77,0.19,,,,3.18,0.02,1.55,0.17,98924160.839,7.101,-70643.730,6.615
39,61,Y,4.4705,0.0228,,,FALSE,0.732,0.005,,B-,100,,B-N,1.02,0.06,,,,2.75,0.01,,,99927727.678,12.000,-67321.241,11.179
39,62,Y,4.4863,0.0244,,,FALSE,0.45,0.02,,B-,100,,B-N,1.94,0.18,,,,3.22,0.02,1.53,0.17,100930160.817,7.601,-65054.787,7.080
39,63,Y,4.4911,0.0249,,,FALSE,0.36,0.04,,B-,100,,B-N,4.9,1.2,,,,2.34,0.05,,,101934328.471,4.381,-61172.641,4.081
39,64,Y,,,,,FALSE,0.23,0.02,,B-,100,,B-N,8,3,,,,,,,,102937243.796,12.029,-58457.034,11.206
39,65,Y,,,,,FALSE,0.197,0.004,,B-,100,,B-N,34,10,B-2N,,,,,,,103941943,215,-54080,200
39,66,Y,,,,,FALSE,0.107,0.0075,,B-,100,,B-N,82,,,,,,,,,104945711,429,-50570,400
39,67,Y,,,,,FALSE,0.079,0.0075,,B-,100,,B-N,,,B-2N,,,,,,,105950842,537,-45790,500
39,68,Y,,,,,FALSE,0.0335,0.003,,B-,100,,B-N,,,B-2N,,,,,,,106954943,537,-41970,500
39,69,Y,,,,,FALSE,0.03,0.005,,B-,100,,B-N,,,B-2N,,,,,,,107960515,644,-36780,600
39,70,Y,,,,,FALSE,0.025,0.005,,B-,100,,,,,,,,,,,,108965131,751,-32480,700
39,71,Y,,,,,FALSE,,,,B-,100,,B-2N,,,B-N,,,,,,,,,,
39,72,Y,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,,,,
40,37,Zr,,,,,FALSE,,,,EC+B+,,,ECP,,,2P,,,,,,,76966076,429,-31600,400
40,38,Zr,,,,,FALSE,0.00000017,,,EC+B+,,,,,,,,,,,,,77956146,429,-40850,400
40,39,Zr,,,,,FALSE,0.056,0.03,,EC+B+,100,,ECP,,,,,,,,,,78949790,322,-46770,300
40,40,Zr,,,,,FALSE,4.6,0.6,,EC+B+,100,,ECP,,,,,,,,,,79941213,322,-54760,300
40,41,Zr,,,,,FALSE,5.5,0.4,,EC+B+,100,,ECP,0.12,0.02,,,,,,,,80938245,99.000,-57524.418,92.218
40,42,Zr,,,,,FALSE,32,5,,EC+B+,100,,,,,,,,,,,,81931707.497,1.700,-63614.063,1.584
40,43,Zr,,,,,FALSE,42,2,,EC+B+,100,,ECP,,,,,,,,,,82929240.926,6.902,-65911.659,6.430
40,44,Zr,,,,,FALSE,1548,30,,EC+B+,100,,,,,,,,,,,,83923325.663,5.903,-71421.692,5.499
40,45,Zr,,,,,FALSE,471.6,2.4,,EC+B+,100,,,,,,,,,,,,84921443.199,6.902,-73175.196,6.430
40,46,Zr,,,,,FALSE,59400,360,,EC+B+,100,,,,,,,,,,,,85916296.814,3.827,-77969.023,3.566
40,47,Zr,4.2789,0.0030,,,FALSE,6048,36,,EC+B+,100,,,,,,,,-0.894,0.005,0.42,0.05,86914817.338,4.450,-79347.147,4.146
40,48,Zr,4.2787,0.0025,,,FALSE,7205760,25920,,EC,100,,,,,,,,2.6,0.7,,,87910220.715,5.800,-83628.874,5.403
40,49,Zr,4.2706,0.0010,,,FALSE,282276,432,,EC+B+,100,,,,,,,,-1.045,0.006,0.28,0.1,88908879.751,2.983,-84877.974,2.780
40,50,Zr,4.2694,0.0010,51.45,0.04,TRUE,,,,,,,,,,,,,2.5,0.6,-0.44,0.03,89904698.755,0.126,-88772.547,0.118
40,51,Zr,4.2845,0.0013,11.22,0.05,TRUE,,,,,,,,,,,,,-1.3022,0.0004,-0.176,0.003,90905640.205,0.101,-87895.592,0.095
40,52,Zr,4.3057,0.0013,17.15,0.03,TRUE,,,,,,,,,,,,,-2,0.4,,,91905035.336,0.101,-88459.024,0.094
40,53,Zr,,,,,FALSE,50806650819093.10,1577846298729.6,,B-,100,,,,,,,,,,,,92906470.661,0.489,-87122.028,0.456
40,54,Zr,4.3320,0.0013,17.38,0.04,TRUE,,,,,,,,,,,,,-3.2,1.6,,,93906312.523,0.175,-87269.332,0.164
40,55,Zr,,,,,FALSE,5532364.8,518.4,,B-,100,,,,,,,,1.13,0.02,0.22,0.02,94908040.276,0.933,-85659.940,0.869
40,56,Zr,4.3512,0.0015,2.80,0.02,FALSE,6.3113851949184E+26,1.26227703898368E+26,,,,,,,,,,,0.06,0.14,,,95908277.615,0.122,-85438.860,0.114
40,57,Zr,4.3792,0.0136,,,FALSE,60296.4,28.8,,B-,100,,,,,,,,-0.936,0.005,,,96910963.802,0.130,-82936.693,0.121
40,58,Zr,4.4012,0.0164,,,FALSE,30.7,0.4,,B-,100,,,,,,,,,,,,97912740.448,9.065,-81281.757,8.445
40,59,Zr,4.4156,0.0181,,,FALSE,2.1,0.1,,B-,100,,,,,,,,-0.929,0.004,,,98916675.081,11.271,-77616.670,10.499
40,60,Zr,4.4891,0.0289,,,FALSE,7.1,0.4,,B-,100,,,,,,,,0.6,0.06,,,99918010.499,8.742,-76372.736,8.143
40,61,Zr,4.5119,0.0318,,,FALSE,2.3,0.1,,B-,100,,,,,,,,-0.272,0.008,0.81,0.06,100921458.454,8.944,-73160.987,8.332
40,62,Zr,4.5292,0.0340,,,FALSE,2.9,0.2,,B-,100,,,,,,,,0.44,0.1,,,101923154.181,9.401,-71581.427,8.758
40,63,Zr,,,,,FALSE,1.3,0.1,,B-,100,,,,,,,,,,,,102927204.054,9.900,-67808.993,9.223
40,64,Zr,,,,,FALSE,1.2,0.3,,B-,100,,,,,,,,,,,,103929449.193,10.000,-65717.660,9.316
40,65,Zr,,,,,FALSE,0.66,0.05,,B-,100,,B-N,2,,,,,,,,,104934021.832,13.000,-61458.274,12.110
40,66,Zr,,,,,FALSE,0.18,0.009,,B-,100,,B-N,7,,,,,,,,,105936930,215,-58749,200
40,67,Zr,,,,,FALSE,0.146,0.004,,B-,100,,B-N,23,,,,,,,,,106942007,322,-54020,300
40,68,Zr,,,,,FALSE,0.0774,0.0022,,B-,100,,B-N,,,,,,,,,,107945303,429,-50950,400
40,69,Zr,,,,,FALSE,0.056,0.003,,B-,100,,,,,,,,,,,,108950907,537,-45730,500
40,70,Zr,,,,,FALSE,0.0375,0.002,,B-,100,,B-2N,,,B-N,,,,,,,109954675,537,-42220,500
40,71,Zr,,,,,FALSE,0.024,0.005,,B-,100,,B-2N,,,B-N,,,,,,,110960837,644,-36480,600
40,72,Zr,,,,,FALSE,0.03,0.02,,B-,100,,B-2N,,,B-N,,,,,,,111965196,751,-32420,700
40,73,Zr,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,112971723,322,-26340,300
40,74,Zr,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,,,,
41,40,Nb,,,,,FALSE,0.0000002,,,EC+B+,,,,,,,,,,,,,80950230,429,-46360,400
41,41,Nb,,,,,FALSE,0.05,0.006,1,EC+B+,100,,ECP,,,,,,,,,,81944380,322,-51810,300
41,42,Nb,,,,,FALSE,3.9,0.2,,EC+B+,100,,,,,,,,,,,,82938150,174.000,-57612.910,162.080
41,43,Nb,,,,,FALSE,9.8,0.9,,EC+B+,100,,ECP,,,,,,,,,,83934305.711,0.430,-61193.842,0.401
41,44,Nb,,,,,FALSE,20.5,1.2,,EC+B+,100,,,,,,,,,,,,84928845.836,4.400,-66279.684,4.099
41,45,Nb,,,,,FALSE,88,1,,EC+B+,100,,,,,,,,,,,,85925781.536,5.903,-69134.061,5.499
41,46,Nb,,,,,FALSE,222,6,,EC+B+,100,,,,,,,,7,0.9,,,86920692.473,7.302,-73874.493,6.802
41,47,Nb,,,,,FALSE,870,6.6,,EC+B+,100,,,,,,,,,,,,87918226.476,62.059,-76171.555,57.808
41,48,Nb,,,,,FALSE,7308,252,,EC+B+,100,,,,,,,,6.216,0.005,,,88913444.696,25.367,-80625.755,23.630
41,49,Nb,4.2891,0.0040,,,FALSE,52560,180,,EC+B+,100,,,,,,,,4.946,0.004,0.01,0.04,89911259.201,3.561,-82661.531,3.317
41,50,Nb,4.2878,0.0040,,,FALSE,21458709662.72260,4102400376.69696,,EC+B+,100,,,,,,,,6.513,0.003,-0.25,0.03,90906990.256,3.140,-86638.028,2.926
41,51,Nb,4.3026,0.0043,,,FALSE,1095025331318342.4,75736622339020.8,,EC+B+,100,,,,,,,,5.13,0.004,-0.35,0.03,91907188.58,1.915,-86453.290,1.784
41,52,Nb,4.3240,0.0017,100,,TRUE,,,,,,,,,,,,,6.163,0.002,-0.32,0.02,92906373.17,1.599,-87212.840,1.490
41,53,Nb,,,,,FALSE,640605597284.2180,50491081559.3472,,B-,100,,,,,,,,,,,,93907279.001,1.600,-86369.063,1.491
41,54,Nb,,,,,FALSE,3023222.4,518.4,,B-,100,,,,,,,,6.141,0.005,,,94906831.11,0.545,-86786.272,0.508
41,55,Nb,,,,,FALSE,84060,180,,B-,100,,,,,,,,4.975,0.004,,,95908101.586,0.157,-85602.830,0.147
41,56,Nb,,,,,FALSE,4326,42,,B-,100,,,,,,,,6.153,0.005,,,96908101.622,4.556,-85602.797,4.244
41,57,Nb,,,,,FALSE,2.86,0.06,,B-,100,,,,,,,,,,,,97910332.645,5.369,-83524.612,5.001
41,58,Nb,4.4062,0.0125,,,FALSE,15,0.2,,B-,100,,,,,,,,5.96,0.03,-0.41,0.14,98911609.377,12.886,-82335.344,12.004
41,59,Nb,,,,,FALSE,1.4,0.2,,B-,100,,,,,,,,,,,,99914340.578,8.562,-79791.246,7.976
41,60,Nb,4.4861,0.0203,,,FALSE,7.1,0.3,,B-,100,,,,,,,,3.186,0.002,1.05,0.07,100915306.508,4.024,-78891.488,3.749
41,61,Nb,,,,,FALSE,4.3,0.4,,B-,100,,,,,,,,,,,,101918090.447,2.695,-76298.265,2.511
41,62,Nb,4.5097,0.0227,,,FALSE,1.5,0.2,,B-,100,,,,,,,,3.133,0.004,1.08,0.09,102919453.416,4.224,-75028.667,3.935
41,63,Nb,,,,,FALSE,4.9,0.3,,B-,100,,B-N,0.06,0.03,,,,,,,,103922907.728,1.915,-71810.997,1.784
41,64,Nb,,,,,FALSE,2.91,0.05,,B-,100,,B-N,1.7,0.9,,,,,,,,104924942.577,4.324,-69915.547,4.028
41,65,Nb,,,,,FALSE,1.02,0.05,,B-,100,,B-N,4.5,0.3,,,,,,,,105928928.505,1.520,-66202.678,1.416
41,66,Nb,,,,,FALSE,0.3,0.009,,B-,100,,,,,,,,,,,,106931589.685,8.612,-63723.805,8.023
41,67,Nb,,,,,FALSE,0.198,0.006,,B-,100,,B-N,6.3,0.5,B-2N,,,,,,,107936075.604,8.844,-59545.198,8.239
41,68,Nb,,,,,FALSE,0.108,0.005,,B-,100,,B-N,15,,,,,,,,,108939141,462.500,-56689.800,430.816
41,69,Nb,,,,,FALSE,0.082,0.004,,B-,100,,B-N,40,8,,,,,,,,109943843,900.000,-52309.914,838.345
41,70,Nb,,,,,FALSE,0.054,0.002,,B-,100,,B-N,,,B-2N,,,,,,,110947439,322,-48960,300
41,71,Nb,,,,,FALSE,0.033,0.0075,,B-,100,,,,,,,,,,,,111952689,322,-44070,300
41,72,Nb,,,,,FALSE,0.032,0.004,,B-,100,,B-N,,,B-2N,,,,,,,112956833,429,-40210,400
41,73,Nb,,,,,FALSE,0.017,0.005,,B-,100,,B-N,,,B-2N,,,,,,,113962469,537,-34960,500
41,74,Nb,,,,,FALSE,0.023,0.008,,B-,100,,B-N,,,B-2N,,,,,,,114966849,537,-30880,500
41,75,Nb,,,,,FALSE,,,,B-,100,,B-3N,,,B-2N,,,,,,,115972914,322,-25230,300
41,76,Nb,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,,,,
42,39,Mo,,,,,FALSE,0.00000045,,,ECP,,,EC+B+,,,,,,,,,,80966226,537,-31460,500
42,40,Mo,,,,,FALSE,,,,EC+B+,100,,ECP,,,,,,,,,,81956661,429,-40370,400
42,41,Mo,,,,,FALSE,0.006,0.0165,,EC+B+,100,,,,,,,,,,,,82950252,430,-46340,401
42,42,Mo,,,,,FALSE,2.3,0.3,0,EC+B+,100,,ECP,,,,,,,,,,83941846,320,-54170,298
42,43,Mo,,,,,FALSE,3.2,0.2,,EC+B+,100,,ECP,0.14,0.02,,,,,,,,84938260.736,17.000,-57509.760,15.835
42,44,Mo,,,,,FALSE,19.1,0.3,,EC+B+,100,,,,,,,,,,,,85931174.092,3.147,-64110.927,2.932
42,45,Mo,,,,,FALSE,14.1,0.3,,EC+B+,100,,B+P,15,8,,,,,,,,86928196.198,3.067,-66884.817,2.857
42,46,Mo,,,,,FALSE,480,12,,EC+B+,100,,,,,,,,,,,,87921967.779,4.100,-72686.553,3.819
42,47,Mo,,,,,FALSE,126.6,6,,EC+B+,100,,,,,,,,8.3,0.4,,,88919468.149,4.200,-75014.944,3.912
42,48,Mo,4.3265,0.0016,,,FALSE,20016,324,,EC+B+,100,,,,,,,,-1.391,0.014,0.61,0.03,89913931.27,3.717,-80172.514,3.463
42,49,Mo,4.3182,0.0012,,,FALSE,929.4,0.6,,EC+B+,100,,,,,,,,-0.931,0.003,,,90911745.19,6.696,-82208.834,6.238
42,50,Mo,4.3151,0.0012,14.649,0.106,TRUE,,,,,,,,,,,,,2.3,0.3,,,91906807.153,0.168,-86808.587,0.157
42,51,Mo,,,,,FALSE,126227703898.368,25245540779.6736,,EC,100,,,,,,,,9.93,0.08,,,92906808.772,0.193,-86807.079,0.181
42,52,Mo,4.3529,0.0013,9.187,0.033,TRUE,,,,,,,,,,,,,,,,,93905083.586,0.151,-88414.079,0.141
42,53,Mo,4.3628,0.0018,15.873,0.030,TRUE,,,,,,,,,,,,,-0.9132,0.0003,-0.022,0.001,94905837.436,0.132,-87711.872,0.123
42,54,Mo,4.3847,0.0015,16.673,0.008,TRUE,,,,,,,,,,,,,0.79,0.06,-0.2,0.08,95904674.77,0.128,-88794.889,0.120
42,55,Mo,4.3880,0.0015,9.582,0.015,TRUE,,,,,,,,,,,,,-0.9324,0.0003,0.255,0.013,96906016.903,0.176,-87544.700,0.165
42,56,Mo,4.4091,0.0018,24.292,0.080,TRUE,,,,,,,,,,,,,0.97,0.06,-0.26,0.09,97905403.609,0.186,-88115.980,0.174
42,57,Mo,,,,,FALSE,237326.4,21.6,,B-,100,,,,,,,,0.375,0.003,,,98907707.299,0.245,-85970.106,0.229
42,58,Mo,4.4468,0.0025,9.744,0.065,FALSE,2.2121405108189E+26,5.99581593517248E+24,,2B-,100,,2B-,100,,,,,0.94,0.07,-0.25,0.07,99907467.982,0.322,-86193.029,0.301
42,59,Mo,,,,,FALSE,876.6,1.8,,B-,100,,,,,,,,,,,,100910337.648,0.331,-83519.952,0.308
42,60,Mo,4.4914,0.0038,,,FALSE,678,12,,B-,100,,,,,,,,,,,,101910293.725,8.916,-83560.866,8.305
42,61,Mo,4.5145,0.0046,,,FALSE,67.5,1.5,,B-,100,,,,,,,,-0.27,0.02,,,102913091.954,9.900,-80954.331,9.223
42,62,Mo,4.5249,0.0051,,,FALSE,60,2,,B-,100,,,,,,,,0.54,0.04,,,103913747.443,9.566,-80343.748,8.911
42,63,Mo,4.5389,0.0057,,,FALSE,36.3,0.8,,B-,100,,,,,,,,-0.55,0.02,,,104916981.989,9.721,-77330.788,9.055
42,64,Mo,4.5490,0.0058,,,FALSE,8.73,0.12,,B-,100,,,,,,,,0.42,0.04,,,105918273.231,9.801,-76128.003,9.130
42,65,Mo,,,,,FALSE,3.5,0.5,,B-,100,,,,,,,,,,,,106922119.77,9.901,-72544.975,9.223
42,66,Mo,4.5602,0.0067,,,FALSE,1.09,0.02,,B-,100,,,,,,,,1,0.6,,,107924047.508,9.901,-70749.297,9.223
42,67,Mo,,,,,FALSE,0.61,0.035,,B-,100,,B-N,1.3,0.6,,,,,,,,108928438.318,12.000,-66659.285,11.179
42,68,Mo,,,,,FALSE,0.296,0.017,,B-,100,,B-N,2,0.7,,,,,,,,109930717.956,26.000,-64535.814,24.219
42,69,Mo,,,,,FALSE,0.186,0.009,,B-,100,,B-N,12,,,,,,,,,110935651.966,13.503,-59939.813,12.578
42,70,Mo,,,,,FALSE,0.12,0.012,,B-,100,,,,,,,,,,,,111938293,215,-57480,200
42,71,Mo,,,,,FALSE,0.08,0.002,,B-,100,,B-N,,,,,,,,,,112943478,322,-52650,300
42,72,Mo,,,,,FALSE,0.058,0.002,,B-,100,,B-N,,,,,,,,,,113946666,322,-49680,300
42,73,Mo,,,,,FALSE,0.0455,0.002,,B-,100,,B-N,,,B-2N,,,,,,,114952174,429,-44550,400
42,74,Mo,,,,,FALSE,0.032,0.004,,B-2N,,,B-,,,B-N,,,,,,,115955759,537,-41210,500
42,75,Mo,,,,,FALSE,0.022,0.005,,B-2N,,,B-N,,,B-,,,,,,,116961686,537,-35689,500
42,76,Mo,,,,,FALSE,0.019,0.0055,,B-,100,,B-2N,,,B-N,,,,,,,117965249,537,-32370,500
42,77,Mo,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,118971465,322,-26580,300
43,42,Tc,,,,,FALSE,0.0000001,,,P,,,,,,,,,,,,,84950778,429,-45850,400
43,43,Tc,,,,,FALSE,0.055,0.007,1,EC+B+,100,,ECP,,,,,,,,,,85944637,322,-51570,300
43,44,Tc,,,,,FALSE,2.2,0.2,,EC+B+,100,,,,,,,,,,,,86938067.185,4.500,-57690.052,4.192
43,45,Tc,,,,,FALSE,6.4,0.8,,EC+B+,100,,ECP,,,,,,,,,,87933794.211,4.400,-61670.301,4.099
43,46,Tc,,,,,FALSE,12.8,0.9,,EC+B+,100,,,,,,,,,,,,88927648.649,4.100,-67394.857,3.819
43,47,Tc,,,,,FALSE,49.2,0.4,,EC,100,,,,,,,,,,,,89924073.919,1.100,-70724.696,1.025
43,48,Tc,,,,,FALSE,188.4,1.2,,EC+B+,100,,,,,,,,,,,,90918424.972,2.536,-75986.657,2.363
43,49,Tc,,,,,FALSE,255,9,,EC+B+,100,,,,,,,,,,,,91915269.777,3.330,-78925.703,3.102
43,50,Tc,,,,,FALSE,9900,180,,EC+B+,100,,,,,,,,6.32,0.06,,,92910245.147,1.086,-83606.116,1.012
43,51,Tc,,,,,FALSE,17580,60,,EC+B+,100,,,,,,,,5.12,0.05,,,93909652.319,4.370,-84158.332,4.071
43,52,Tc,,,,,FALSE,72000,360,,EC+B+,100,,,,,,,,5.94,0.06,,,94907652.281,5.453,-86021.355,5.080
43,53,Tc,,,,,FALSE,369792,6048,,EC+B+,100,,,,,,,,5.09,0.05,,,95907866.675,5.524,-85821.648,5.146
43,54,Tc,,,,,FALSE,132854658353032.31,5049108155934.72,,EC,100,,,,,,,,5.82,0.09,,,96906360.72,4.420,-87224.436,4.118
43,55,Tc,,,,,FALSE,132539089093286.4,9467077792377.6,,B-,100,,,,,,,,,,,,97907211.206,3.628,-86432.214,3.380
43,56,Tc,,,,,FALSE,6661667073236.370,37868311169.5104,,B-,100,,,,,,,,5.678,0.002,-0.129,0.006,98906249.681,0.974,-87327.869,0.908
43,57,Tc,,,,,FALSE,15.65,0.12,,B-,99.9974,0.0004,EC,0.0026,0.0004,,,,,,,,99907652.715,1.450,-86020.951,1.351
43,58,Tc,,,,,FALSE,853.2,0.6,,B-,100,,,,,,,,,,,,100907305.271,25.768,-86344.593,24.004
43,59,Tc,,,,,FALSE,5.28,0.15,,B-,100,,,,,,,,,,,,101909207.239,9.840,-84572.921,9.166
43,60,Tc,,,,,FALSE,54.2,0.8,,B-,100,,,,,,,,,,,,102909173.96,10.531,-84603.920,9.810
43,61,Tc,,,,,FALSE,1098,18,,B-,100,,,,,,,,,,,,103911433.718,26.716,-82498.969,24.886
43,62,Tc,,,,,FALSE,458.4,3.6,,B-,100,,,,,,,,,,,,104911662.024,37.856,-82286.303,35.263
43,63,Tc,,,,,FALSE,35.6,0.6,,B-,100,,,,,,,,,,,,105914356.674,13.150,-79776.253,12.250
43,64,Tc,,,,,FALSE,21.2,0.2,,B-,100,,,,,,,,,,,,106915458.437,9.310,-78749.967,8.673
43,65,Tc,,,,,FALSE,5.17,0.07,,B-,100,,,,,,,,,,,,107918493.493,9.413,-75922.831,8.769
43,66,Tc,,,,,FALSE,0.91,0.03,,B-,100,,B-N,0.08,0.02,,,,,,,,108920254.107,10.380,-74282.828,9.669
43,67,Tc,,,,,FALSE,0.9,0.013,,B-,100,,B-N,0.04,0.02,,,,,,,,109923741.263,10.195,-71034.564,9.497
43,68,Tc,,,,,FALSE,0.29,0.02,,B-,100,,B-N,0.85,0.2,,,,,,,,110925898.966,11.359,-69024.675,10.582
43,69,Tc,,,,,FALSE,0.271,0.015,,B-,100,,B-N,1.5,0.2,,,,,,,,111929941.658,5.920,-65258.932,5.515
43,70,Tc,,,,,FALSE,0.152,0.008,,B-,100,,B-N,2.1,0.3,,,,,,,,112932569.032,3.600,-62811.549,3.353
43,71,Tc,,,,,FALSE,0.1,0.02,,B-,100,,B-N,,,,,,,,,,113937090,465.000,-58600.294,433.145
43,72,Tc,,,,,FALSE,0.078,0.002,,B-,100,,B-N,,,,,,,,,,114940100,210,-55796,196
43,73,Tc,,,,,FALSE,0.057,0.003,,B-,100,,B-2N,,,B-N,,,,,,,115945020,320,-51214,298
43,74,Tc,,,,,FALSE,0.0445,0.003,,B-,100,,B-N,,,B-2N,,,,,,,116948320,429,-48140,400
43,75,Tc,,,,,FALSE,0.03,0.004,,B-,100,,B-N,,,B-2N,,,,,,,117953526,429,-43290,400
43,76,Tc,,,,,FALSE,0.022,0.003,,B-,100,,B-N,,,B-2N,,,,,,,118956876,537,-40170,500
43,77,Tc,,,,,FALSE,0.021,0.005,,B-,100,,B-2N,,,B-N,,,,,,,119962426,537,-35000,500
43,78,Tc,,,,,FALSE,0.022,0.006,,B-,100,,B-N,,,B-2N,,,,,,,120966140,537,-31540,500
43,79,Tc,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,121971760,322,-26305,300
44,41,Ru,,,,,FALSE,0.00000045,,,P,,,ECP,,,EC+B+,,,,,,,84967117,537,-30630,500
44,42,Ru,,,,,FALSE,0.000000438,,,EC+B+,,,ECP,,,,,,,,,,85957305,429,-39770,400
44,43,Ru,,,,,FALSE,,,,,,,,,,,,,,,,,86950907,429,-45730,400
44,44,Ru,,,,,FALSE,1.2,0.25,,EC+B+,100,,ECP,,,,,,,,,,87941664,322,-54340,300
44,45,Ru,,,,,FALSE,1.32,0.03,,EC+B+,100,,ECP,3.1,0.2,,,,,,,,88937337.849,26.000,-58369.424,24.219
44,46,Ru,,,,,FALSE,11.7,0.9,,EC+B+,100,,,,,,,,,,,,89930344.378,4.004,-64883.801,3.730
44,47,Ru,,,,,FALSE,8,0.4,,EC+B+,100,,,,,,,,,,,,90926741.53,2.384,-68239.833,2.221
44,48,Ru,,,,,FALSE,219,3,,EC+B+,100,,,,,,,,,,,,91920234.373,2.917,-74301.211,2.718
44,49,Ru,,,,,FALSE,59.7,0.6,,EC+B+,100,,,,,,,,,,,,92917104.442,2.216,-77216.723,2.065
44,50,Ru,,,,,FALSE,3108,36,,EC+B+,100,,,,,,,,12.4,0.17,,,93911342.86,3.374,-82583.602,3.143
44,51,Ru,,,,,FALSE,5914.8,46.8,,EC+B+,100,,,,,,,,0.861,0.007,,,94910404.415,10.200,-83457.759,9.502
44,52,Ru,4.3908,0.0047,5.54,0.14,TRUE,,,,,,,,,,,,,2.3,0.3,-0.15,0.08,95907588.91,0.182,-86080.385,0.170
44,53,Ru,,,,,FALSE,244512,19872,,EC+B+,100,,,,,,,,-0.787,0.008,,,96907545.776,2.965,-86120.564,2.763
44,54,Ru,4.4229,0.0055,1.87,0.03,TRUE,,,,,,,,,,,,,,,,,97905286.709,6.937,-88224.871,6.463
44,55,Ru,4.4338,0.0042,12.76,0.14,TRUE,,,,,,,,,,,,,,,0.079,0.004,98905930.284,0.368,-87625.385,0.343
44,56,Ru,4.4531,0.0031,12.60,0.07,TRUE,,,,,,,,,,,,,,,,,99904210.46,0.367,-89227.391,0.342
44,57,Ru,4.4606,0.0020,17.06,0.02,TRUE,,,,,,,,,,,,,-0.718,0.006,0.46,0.02,100905573.086,0.443,-87958.113,0.413
44,58,Ru,4.4809,0.0018,31.55,0.14,TRUE,,,,,,,,,,,,,,,,,101904340.312,0.446,-89106.435,0.416
44,59,Ru,,,,,FALSE,3390940.8,1123.2,,B-,100,,,,,,,,0.206,0.003,0.62,0.02,102906314.846,0.473,-87267.168,0.441
44,60,Ru,4.5098,0.0020,18.62,0.27,TRUE,,,,,,,,,,,,,,,,,103905425.312,2.682,-88095.763,2.498
44,61,Ru,,,,,FALSE,15980.4,39.6,,B-,100,,,,,,,,-0.32,,,,104907745.478,2.683,-85934.543,2.499
44,62,Ru,,,,,FALSE,32123520,155520,,B-,100,,,,,,,,0.6,0.2,,,105907328.181,5.787,-86323.253,5.391
44,63,Ru,,,,,FALSE,225,3,,B-,100,,,,,,,,,,,,106909969.837,9.310,-83862.565,8.673
44,64,Ru,,,,,FALSE,273,3,,B-,100,,,,,,,,0.43,0.08,,,107910185.793,9.318,-83661.404,8.680
44,65,Ru,,,,,FALSE,34.4,0.2,,B-,100,,,,,,,,,,,,108913323.707,9.612,-80738.455,8.954
44,66,Ru,,,,,FALSE,12.04,0.17,,B-,100,,,,,,,,0.84,0.12,,,109914038.501,9.580,-80072.629,8.924
44,67,Ru,,,,,FALSE,2.12,0.07,,B-,100,,,,,,,,,,,,110917567.566,10.394,-76785.325,9.682
44,68,Ru,,,,,FALSE,1.75,0.07,,B-,100,,,,,,,,0.9,0.2,,,111918806.922,10.305,-75630.873,9.600
44,69,Ru,,,,,FALSE,0.8,0.05,,B-,100,,,,,,,,,,,,112922846.729,41.097,-71867.816,38.282
44,70,Ru,,,,,FALSE,0.54,0.03,,B-,100,,,,,,,,,,,,113924614.43,3.817,-70221.213,3.556
44,71,Ru,,,,,FALSE,0.318,0.019,,B-,100,,B-N,,,,,,,,,,114929033.049,27.016,-66105.296,25.166
44,72,Ru,,,,,FALSE,0.204,0.006,,B-,100,,B-N,,,,,,,,,,115931219.191,4.000,-64068.917,3.726
44,73,Ru,,,,,FALSE,0.151,0.003,,B-,100,,B-N,,,,,,,,,,116936135,465.000,-59489.871,433.145
44,74,Ru,,,,,FALSE,0.099,0.003,,B-,100,,B-N,4.6,,,,,,,,,117938808,215,-57000,200
44,75,Ru,,,,,FALSE,0.0695,0.002,,B-,100,,B-N,,,B-2N,,,,,,,118944090,322,-52080,300
44,76,Ru,,,,,FALSE,0.045,0.002,,B-,100,,B-N,,,,,,,,,,119946623,429,-49720,400
44,77,Ru,,,,,FALSE,0.029,0.002,,B-,100,,B-N,,,B-2N,,,,,,,120952098,429,-44620,400
44,78,Ru,,,,,FALSE,0.025,0.001,,B-,100,,B-N,,,B-2N,,,,,,,121955147,537,-41780,500
44,79,Ru,,,,,FALSE,0.019,0.002,,B-,100,,B-N,,,B-2N,,,,,,,122960762,537,-36550,500
44,80,Ru,,,,,FALSE,0.015,0.003,,B-,100,,B-N,,,B-2N,,,,,,,123963940,644,-33590,600
