z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
1,0,H,0.8783,0.0086,99.9855,0.0078,TRUE,,,,,,,,,,,,,2.792847351,0.000000009,,,1007825.031898,0.000014,7288.971064,0.000013
1,1,H,2.1421,0.0088,0.0145,0.0078,TRUE,,,,,,,,,,,,,0.857438231,0.000000005,0.0028578,0.0000003,2014101.777844,0.000015,13135.722895,0.000015
1,2,H,1.7591,0.0363,,,FALSE,388781328.00697300,631138.51949184,,B-,100,,,,,,,,2.97896246,0.000000014,,,3016049.28132,0.00008,14949.81090,0.00008
1,3,H,,,,,FALSE,,,1,N,100,,,,,,,,,,,,4026431.867,107.354,24621.129,100.000
1,4,H,,,,,FALSE,8.6082587749318E-23,6.49679907542023E-24,,2N,100,,,,,,,,,,,,5035311.492,96.020,32892.447,89.443
1,5,H,,,,,FALSE,2.94346912949281E-22,8.35565430307637E-23,,,,,,,,,,,,,,,6044955.437,272.816,41875.725,254.127
1,6,H,,,,,FALSE,5.06930794523762E-21,2.81628219179868E-20,,,,,,,,,,,,,,,7052749,1078,49135,1004
2,1,He,1.9661,0.0030,0.0002,0.0002,TRUE,,,,,,,,,,,,,-2.12762531,0.00000003,,,3016029.32197,0.00006,14931.21888,0.00006
2,2,He,1.6755,0.0028,99.9998,0.0002,TRUE,,,0,,,,,,,,,,,,,,4002603.25413,0.00016,2424.91587,0.00015
2,3,He,,,,,FALSE,7.04070547949669E-22,0,1/2,N,,,,,,,,,,,,,5012057.224,21.470,11231.234,20.000
2,4,He,2.0660,0.0111,,,FALSE,0.8067,0.0015,1,B-,100,,,,,,,,,,,,6018885.889,0.057,17592.095,0.053
2,5,He,,,,,FALSE,3.04158476714257E-21,4.0554463561901E-22,3/2,N,,,,,,,,,,,,,7027990.652,8.115,26073.128,7.559
2,6,He,1.9239,0.0306,,,FALSE,0.1191,0.0012,2,B-,100,,B-N,16,1,,,,,,,,8033934.388,0.095,31609.683,0.089
2,7,He,,,,,FALSE,,,5/2,N,100,,,,,,,,,,,,9043946.414,50.259,40935.826,46.816
2,8,He,,,,,FALSE,1.52079238357129E-21,1.01386158904752E-21,3,N,100,,,,,,,,,,,,10052815.306,99.676,49197.147,92.848
3,1,Li,,,,,FALSE,,,1,P,100,,,,,,,,,,,,4027185.561,227.733,25323.190,212.132
3,2,Li,,,,,FALSE,3.70924971602753E-22,0,1/2,P,,,,,,,,,,,,,5012537.8,53.677,11678.887,50.000
3,3,Li,2.5890,0.0390,4.85,1.71,TRUE,,,0,,,,,,,,,,0.822043,0.000003,-0.000806,0.000006,6015122.88742,0.00155,14086.88044,0.00144
3,4,Li,2.4440,0.0420,95.15,1.71,TRUE,,,1/2,,,,,,,,,,3.256407,0.000012,-0.04,0.0003,7016003.43426,0.00450,14907.10463,0.00419
3,5,Li,2.3390,0.0440,,,FALSE,0.8399,0.0009,1,B-A,100,,B-,100,,,,,1.6535,0.00002,0.0314,0.0002,8022486.244,0.050,20945.805,0.047
3,6,Li,2.2450,0.0460,,,FALSE,0.1783,0.0004,3/2,B-,100,,B-N,50.8,0.2,,,,3.43666,0.00006,-0.0304,0.0002,9026790.191,0.200,24954.905,0.186
3,7,Li,,,,,FALSE,,,2,N,100,,,,,,,,,,,,10035483.453,13.656,33052.628,12.721
3,8,Li,2.4820,0.0430,,,FALSE,0.00875,0.00014,5/2,B-,100,,B-N,,,,,,3.6711,0.0002,-0.0333,0.0005,11043723.581,0.660,40728.259,0.615
3,9,Li,,,,,FALSE,,,,N,100,,,,,,,,,,,,12052613.942,32.213,49009.577,30.006
4,2,Be,,,,,FALSE,4.95910559860202E-21,3.2341993034361E-22,1,A,100,,2P,100,,,,,,,,,6019726.409,5.848,18375.034,5.448
4,3,Be,2.6460,0.0160,,,FALSE,4598208,5184,1/2,EC,100,,,,,,,,-1.39928,0.000004,,,7016928.714,0.076,15768.998,0.071
4,4,Be,,,,,FALSE,8.19098231726007E-17,3.67638344580793E-18,0,A,100,,,,,,,,,,,,8005305.102,0.037,4941.672,0.035
4,5,Be,2.5190,0.0120,100,,TRUE,,,1/2,,,,,,,,,,-1.17743,0.000005,0.0529,0.0004,9012183.062,0.082,11348.451,0.076
4,6,Be,2.3550,0.0170,,,FALSE,47650958221633.90,1262277038983.68,1,B-,100,,,,,,,,,,,,10013534.692,0.086,12607.487,0.081
4,7,Be,2.4630,0.0150,,,FALSE,13.76,0.07,3/2,B-,100,,B-A,3.1,,B-P,0.00083,,-1.6816,0.0008,,,11021661.08,0.255,20177.169,0.238
4,8,Be,,,,,FALSE,0.02146,0.00005,2,B-,100,,B-N,0.5,0.03,,,,,,,,12026922.082,2.048,25077.761,1.909
4,9,Be,,,,,FALSE,2.7E-21,1.8E-21,,N,,,,,,,,,,,,,13036134.506,10.929,33659.080,10.180
4,10,Be,,,,,FALSE,0.00435,0.00017,,B-,100,,B-N,81,4,B-2N,5,2,,,,,14042892.92,141.970,39954.502,132.245
4,11,Be,,,,,FALSE,7.86616750123079E-22,2.71247155214855E-22,,N,100,,,,,,,,,,,,15053490.215,177.990,49825.821,165.797
4,12,Be,,,,,FALSE,5.70297143839232E-22,1.42574285959808E-22,,N,100,,,,,,,,,,,,16061672.036,177.990,57447.139,165.797
5,2,B,,,,,FALSE,5.69585162386249E-22,1.4221851744975E-23,3/2,P,100,,,,,,,,,,,,7029712,27.000,27676.553,25.150
5,3,B,,,,,FALSE,0.77,0.003,1,EC+B+,100,,B+A,100,,,,,1.0355,0.0003,0.0643,0.0014,8024607.315,1.073,22921.569,1.000
5,4,B,,,,,FALSE,8.44884657539603E-19,3.28566255709846E-19,1/2,P,100,,,,,,,,,,,,9013329.645,0.969,12416.486,0.903
5,5,B,2.4277,0.0499,19.65,0.44,TRUE,,,0,,,,,,,,,,1.8004636,0.0000008,0.0846,0.0002,10012936.862,0.016,12050.611,0.015
5,6,B,2.4060,0.0294,80.35,0.44,TRUE,,,1/2,,,,,,,,,,2.688378,0.000001,0.04059,0.0001,11009305.166,0.013,8667.708,0.012
5,7,B,,,,,FALSE,0.0202,0.00002,1,B-,100,,B-A,0.6,0.02,,,,1.003,0.001,0.0132,0.0003,12014352.638,1.418,13369.398,1.321
5,8,B,,,,,FALSE,0.01733,0.00017,3/2,B-,100,,B-N,0.286,,,,,3.1778,0.0005,0.0365,0.0008,13017779.981,1.073,16561.948,1.000
5,9,B,,,,,FALSE,0.0125,0.0005,2,B-,100,,B-N,6.1,,,,,1.185,0.005,0.0297,0.0008,14025404.01,22.773,23663.686,21.213
5,10,B,,,,,FALSE,0.00993,0.00007,,B-,100,,B-N,99.68,,,,,2.659,0.015,0.0379,0.0011,15031087.023,22.575,28957.379,21.029
5,11,B,,,,,FALSE,4.56237715071386E-21,0,,N,100,,,,,,,,,,,,16039841.045,26.373,37111.699,24.566
5,12,B,,,,,FALSE,0.00508,0.00005,,B-,100,,B-N,63,1,B-2N,11,7,2.55,0.02,0.0385,0.0015,17046931.399,219.114,43716.322,204.104
5,13,B,,,,,FALSE,,,,N,100,,,,,,,,,,,,18055601.683,219.180,51792.640,204.165
5,14,B,,,,,FALSE,0.00292,0.00013,,B-,100,,B-N,71.8,,B-2N,16,,,,,,19064166,564.000,59770.251,525.363
5,15,B,,,,,FALSE,9.12475430142772E-22,0,,N,100,,,,,,,,,,,,20074505.644,586.538,69401.569,546.357
5,16,B,,,,,FALSE,7.60396191785643E-22,0,,2N,100,,,,,,,,,,,,21084147.485,599.750,78382.887,558.664
6,2,C,,,,,FALSE,3.50952088516451E-21,1.34981572506327E-21,2,2P,100,,,,,,,,,,,,8037643.039,19.584,35064.269,18.243
6,3,C,,,,,FALSE,0.1265,0.001,3/2,EC+B+,100,,B+P,62,1.9,B+A,37.9,5.8,1.3914,0.0005,,,9031037.202,2.293,28910.971,2.137
6,4,C,,,,,FALSE,19.29,0.012,1,EC+B+,100,,,,,,,,,,,,10016853.217,0.075,15698.673,0.070
6,5,C,,,,,FALSE,1221.84,0.84,1/2,EC+B+,100,,,,,,,,-0.964,0.001,0.0333,0.0002,11011432.597,0.064,10649.397,0.060
6,6,C,2.4702,0.0022,98.94,0.06,TRUE,,,0,,,,,,,,,,,,0.06,0.03,12000000,0.0,0.0,0.0
6,7,C,2.4614,0.0034,1.06,0.06,TRUE,,,1/2,,,,,,,,,,0.702369,0.000004,,,13003354.83534,0.00025,3125.00933,0.00023
6,8,C,2.5025,0.0087,,,FALSE,179874478055.1740,946707779.23776,1,B-,100,,,,,,,,,,,,14003241.98862,0.00403,3019.89328,0.00375
6,9,C,,,,,FALSE,2.449,0.005,3/2,B-,100,,,,,,,,1.72,0.009,,,15010599.256,0.858,9873.145,0.800
6,10,C,,,,,FALSE,0.747,0.008,2,B-,100,,B-N,99,0.3,,,,,,,,16014701.255,3.840,13694.133,3.578
6,11,C,,,,,FALSE,0.193,0.006,,B-,100,,B-N,26,1.8,,,,0.758,0.004,,,17022578.65,18.641,21031.880,17.365
6,12,C,,,,,FALSE,0.092,0.002,3,B-,100,,B-N,31.5,1.5,,,,,,,,18026751.93,32.206,24919.266,30.000
6,13,C,,,,,FALSE,0.0463,0.004,,B-,100,,B-N,47,3,B-2N,7,3,,,,,19034797.594,105.625,32413.754,98.389
6,14,C,,,,,FALSE,0.0163,0.00375,,B-,100,,B-N,65,18,B-2N,18.6,,,,,,20040261.732,247.585,37503.567,230.625
6,16,C,,,,,FALSE,0.0061,0.0013,,B-,100,,B-N,61,,B-2N,37,,,,,,22057553.99,248.515,53611.203,231.490
7,3,N,,,,,FALSE,1.82495086028554E-22,1.27746560219988E-22,2,P,100,,,,,,,,,,,,10041653.54,429.417,38800.027,400.000
7,4,N,,,,,FALSE,5.49683994061911E-22,1.98680961709124E-23,3/2,P,100,,,,,,,,,,,,11026157.593,5.368,24365.644,5.000
7,5,N,,,,,FALSE,0.011,0.000016,1,EC+B+,100,,B+A,1.93,0.04,,,,0.4571,0.0001,0.01,0.0009,12018613.18,1.073,17338.068,1.000
7,6,N,,,,,FALSE,597.9,0.24,1/2,EC+B+,100,,,,,,,,0.3219,0.0004,,,13005738.609,0.289,5345.481,0.270
7,7,N,2.5582,0.0070,99.6205,0.0247,TRUE,,,0,,,,,,,,,,0.403573,0.000002,0.02044,0.00003,14003074.00425,0.00024,2863.41683,0.00022
7,8,N,2.6058,0.0080,0.3795,0.0247,TRUE,,,1/2,,,,,,,,,,-0.2830569,0.0000014,,,15000108.89827,0.00062,101.43809,0.00058
7,9,N,,,,,FALSE,7.13,0.02,1,B-,100,,B-A,0.0012,0.0005,,,,1.9856,0.0011,-0.018,0.002,16006101.925,2.470,5683.907,2.301
7,10,N,,,,,FALSE,4.173,0.004,3/2,B-,100,,B-N,95.1,0.7,B-A,0.0025,,0.3552,0.0004,,,17008448.876,16.103,7870.079,15.000
7,11,N,,,,,FALSE,0.619,0.002,2,B-,100,,B-A,12.2,0.6,B-N,12,1.3,0.3274,0.0004,0.0123,0.0012,18014077.563,19.935,13113.167,18.570
7,12,N,,,,,FALSE,0.336,0.003,,B-,100,,B-N,41.8,0.9,,,,0.305,0.015,,,19017022.389,17.610,15856.255,16.404
7,13,N,,,,,FALSE,0.1344,0.0037,,B-,100,,B-N,42.9,1.4,,,,,,,,20023367.295,84.696,21766.498,78.894
7,14,N,,,,,FALSE,0.084,0.007,,B-,100,,B-N,86,4,,,,,,,,21027087.573,143.906,25231.915,134.048
7,15,N,,,,,FALSE,0.023,0.003,,B-,100,,B-N,34,3,B-2N,12,3,,,,,22034100.918,223.060,31764.805,207.779
7,16,N,,,,,FALSE,0.0141,0.00125,,B-,100,,B-N,42,6,B-2N,8,4,,,,,23039421,451.500,36720.429,420.570
7,17,N,,,,,FALSE,0.000000052,,,N,,,,,,,,,,,,,24050390,430,46938,401
8,3,O,,,,,FALSE,3.50952088516451E-22,0,,2P,100,,,,,,,,,,,,11051249.828,64.453,47738.913,60.038
8,4,O,,,,,FALSE,6.33663493154702E-21,0,2,2P,100,,,,,,,,,,,,12034367.726,12.882,32013.335,12.000
8,5,O,,,,,FALSE,0.00858,0.00005,3/2,B+P,100,,EC+B+,100,,,,,1.3892,0.0003,0.0111,0.0008,13024815.435,10.226,23115.432,9.526
8,6,O,,,,,FALSE,70.606,0.018,1,EC+B+,100,,,,,,,,,,,,14008596.706,0.027,8007.781,0.025
8,7,O,,,,,FALSE,122.24,0.16,1/2,EC+B+,100,,,,,,,,0.71908,0.00012,,,15003065.636,0.526,2855.622,0.490
8,8,O,2.6991,0.0052,99.757,0.011,TRUE,,,0,,,,,,,,,,1.668,0.012,,,15994914.61926,0.00032,-4737.00217,0.00030
8,9,O,2.6932,0.0075,0.03835,0.00096,TRUE,,,1/2,,,,,,,,,,-1.893543,0.00001,-0.0256,0.0002,16999131.75595,0.00069,-808.76421,0.00064
8,10,O,2.7726,0.0056,0.2045,0.0102,TRUE,,,1,,,,,,,,,,,,,,17999159.61214,0.00069,-782.81634,0.00064
8,11,O,,,,,FALSE,26.88,0.05,3/2,B-,100,,,,,,,,1.53238,0.00007,0.00362,0.00013,19003577.969,2.830,3332.858,2.637
8,12,O,,,,,FALSE,13.51,0.05,2,B-,100,,,,,,,,0.7,0.03,,,20004075.357,0.950,3796.172,0.885
8,13,O,,,,,FALSE,3.42,0.1,,B-,100,,,,,,,,,,,,21008654.948,12.882,8062.034,12.000
8,14,O,,,,,FALSE,2.25,0.09,,B-,100,,B-N,22,,,,,,,,,22009965.744,61.107,9283.032,56.921
8,15,O,,,,,FALSE,0.097,0.008,,B-,100,,B-N,7,2,,,,,,,,23015696.686,130.663,14621.371,121.712
8,16,O,,,,,FALSE,0.072,0.005,,B-,100,,B-N,42,5,,,,,,,,24019861,177.000,18500.404,164.874
8,17,O,,,,,FALSE,,,,N,100,,,,,,,,,,,,25029338.919,177.225,27329.030,165.084
8,18,O,,,,,FALSE,0.0000000000045,0.0000000000033,,2N,100,,,,,,,,,,,,26037210.155,177.081,34661.041,164.950
9,4,F,,,,,FALSE,4.51720509971669E-22,1.20756968012228E-22,,,,,,,,,,,,,,,13045121,537,42030,500
9,5,F,,,,,FALSE,5.01360126452072E-22,5.50945193903376E-23,,,,,,,,,,,,,,,14034315.196,44.142,31964.403,41.119
9,6,F,,,,,FALSE,6.91269265259675E-22,2.09475534927174E-23,,P,100,,,,,,,,,,,,15017785.139,15.029,16566.752,14.000
9,7,F,,,,,FALSE,1.14059428767846E-20,5.70297143839232E-21,1,P,100,,,,,,,,,,,,16011460.278,5.758,10675.182,5.364
9,8,F,,,,,FALSE,64.49,0.16,1/2,EC+B+,100,,,,,,,,4.7213,0.0003,0.076,0.004,17002095.237,0.266,1951.701,0.248
9,9,F,,,,,FALSE,6586.2,3,0,EC+B+,100,,,,,,,,2.68,0.03,0.071,0.006,18000937.324,0.497,873.112,0.463
9,10,F,2.8976,0.0025,100,,TRUE,,,1/2,,,,,,,,,,2.628321,0.000004,-0.0942,0.0009,18998403.16207,0.00088,-1487.44512,0.00082
9,11,F,,,,,FALSE,11.07,0.06,1,B-,100,,,,,,,,2.09335,0.00009,0.056,0.004,19999981.252,0.031,-17.463,0.030
9,12,F,,,,,FALSE,4.158,0.02,,B-,100,,,,,,,,3.9194,0.0012,0.011,0.002,20999948.893,1.932,-47.605,1.800
9,13,F,,,,,FALSE,4.23,0.04,,B-,100,,B-N,11,,,,,2.6944,0.0004,0.003,0.002,22002998.812,13.310,2793.376,12.399
9,14,F,,,,,FALSE,2.23,0.14,,B-,100,,B-N,14,,,,,,,,,23003526.875,35.770,3285.263,33.320
9,15,F,,,,,FALSE,0.382,0.016,,B-,100,,B-N,5.9,,,,,,,,,24008099.37,104.853,7544.516,97.670
9,16,F,,,,,FALSE,0.08,0.009,,B-,100,,B-N,23.1,4.5,,,,,,,,25012167.727,103.535,11334.167,96.442
9,17,F,,,,,FALSE,0.0082,0.0009,,B-,100,,B-N,13.5,4,,,,,,,,26020048.065,114.898,18674.655,107.027
9,18,F,,,,,FALSE,0.005,0.0002,,B-,100,,B-N,77,21,,,,,,,,27026981.897,129.037,25133.478,120.198
9,19,F,,,,,FALSE,4.6E-20,,,N,100,,,,,,,,,,,,28035860.448,129.198,33403.796,120.347
9,20,F,,,,,FALSE,0.0025,0.0003,,B-,100,,B-N,100,80,,,,,,,,29043103,564.000,40150.190,525.363
9,21,F,,,,,FALSE,,,,N,,,,,,,,,,,,,30052561,537,48960,500
9,22,F,,,,,FALSE,,,,B-,100,,B-2N,,,B-7N,,,,,,,31061023,574,56843,535
10,5,Ne,,,,,FALSE,7.73284262832857E-22,0,,2P,100,,,,,,,,,,,,15043172.977,71.588,40215.374,66.684
10,6,Ne,,,,,FALSE,5.70297143839232E-21,0,,2P,100,,,,,,,,,,,,16025750.86,21.986,23986.775,20.480
10,7,Ne,3.0413,0.0088,,,FALSE,0.1092,0.0006,3/2,EC+B+,100,,ECP,95.2,4.6,ECA,2.77,0.19,0.7873,0.0014,,,17017713.962,0.380,16500.452,0.354
10,8,Ne,2.9714,0.0076,,,FALSE,1.672,0.008,1,EC+B+,100,,,,,,,,,,,,18005708.696,0.390,5317.617,0.363
10,9,Ne,3.0082,0.0040,,,FALSE,17.22,0.02,1/2,EC+B+,100,,,,,,,,-1.88515,0.00007,,,19001880.906,0.171,1752.054,0.160
10,10,Ne,3.0055,0.0021,90.48,0.03,TRUE,,,0,,,,,,,,,,1.08,0.08,-0.23,0.03,19992440.17525,0.00165,-7041.93217,0.00154
10,11,Ne,2.9695,0.0033,0.27,0.01,TRUE,,,,,,,,,,,,,-0.6617,0.00003,0.1016,0.0008,20993846.685,0.041,-5731.776,0.038
10,12,Ne,2.9525,0.0040,9.25,0.03,TRUE,,,,,,,,,,,,,0.65,0.02,-0.215,0.012,21991385.113,0.018,-8024.716,0.018
10,13,Ne,2.9104,0.0071,,,FALSE,37.25,0.1,,B-,100,,,,,,,,-1.0794,0.001,0.145,0.013,22994466.905,0.112,-5154.045,0.104
10,14,Ne,2.9007,0.0078,,,FALSE,202.8,1.2,2,B-,100,,,,,,,,,,,,23993610.649,0.550,-5951.642,0.513
10,15,Ne,2.9316,0.0088,,,FALSE,0.602,0.008,,B-,100,,,,,,,,-1.006,0.0005,,,24997814.797,31.181,-2035.503,29.045
10,16,Ne,2.9251,0.0100,,,FALSE,0.197,0.002,,B-,100,,B-N,0.13,0.03,,,,,,,,26000516.496,19.784,481.114,18.429
10,17,Ne,,,,,FALSE,0.0315,0.0013,,B-,100,,B-N,2,0.5,,,,,,,,27007569.462,97.445,7050.910,90.770
10,18,Ne,2.9642,0.0134,,,FALSE,0.02,0.001,,B-,100,,B-N,12,1,B-2N,3.7,0.5,,,,,28012130.767,135.339,11299.738,126.068
10,19,Ne,,,,,FALSE,0.015,0.003,,B-,100,,B-N,28,5,B-2N,4,1,,,,,29019753,160.500,18399.803,149.505
10,20,Ne,,,,,FALSE,0.0073,0.0003,,B-,100,,B-N,13,4,B-2N,8.9,2.3,,,,,30024992.235,271.875,23280.120,253.250
10,21,Ne,,,,,FALSE,0.0034,0.0008,,B-,100,,B-2N,,,B-3N,,,,,,,31033474.816,285.772,31181.594,266.195
10,22,Ne,,,,,FALSE,0.0035,0.0009,,B-,100,,B-N,,,,,,,,,,32039720,540,36999,503
10,23,Ne,,,,,FALSE,0.00000018,,,N,,,,,,,,,,,,,33049523,644,46130,600
10,24,Ne,,,,,FALSE,0.00000006,,,B-,,,B-N,,,B-2N,,,,,,,34056728,551,52842,513
11,6,Na,,,,,FALSE,,,3/2,,,,,,,,,,,,,,17037273,64.000,34719.580,59.616
11,7,Na,,,,,FALSE,2.28118857535693E-21,0,,P,100,,,,,,,,,,,,18026879.388,100.785,25037.992,93.881
11,8,Na,,,,,FALSE,1.14059428767846E-20,0,,P,100,,,,,,,,,,,,19013880.264,11.309,12929.384,10.535
11,9,Na,2.9718,0.0420,,,FALSE,0.4479,0.0023,1,EC,100,,ECA,20.05,0.2,,,,0.3694,0.0002,0.101,0.008,20007354.301,1.190,6850.489,1.109
11,10,Na,3.0136,0.0284,,,FALSE,22.49,0.04,,EC+B+,100,,,,,,,,2.3861,0.00004,0.138,0.011,20997654.459,0.045,-2184.857,0.042
11,11,Na,2.9852,0.0169,,,FALSE,82104810.00069350,69425.2371441024,,EC+B+,100,,,,,,,,1.746,0.003,0.18,0.011,21994437.547,0.141,-5181.391,0.132
11,12,Na,2.9936,0.0021,100,,TRUE,,,,,,,,,,,,,2.2175,0.00003,0.104,0.001,22989769.28195,0.00194,-9529.85352,0.00181
11,13,Na,2.9735,0.0169,,,FALSE,53841.6,10.8,,B-,100,,,,,,,,1.6903,0.0008,,,23990963.012,0.017,-8417.901,0.017
11,14,Na,2.9769,0.0252,,,FALSE,59.1,0.6,,B-,100,,,,,,,,3.683,0.004,0.0015,0.0003,24989953.974,1.288,-9357.814,1.200
11,15,Na,2.9928,0.0331,,,FALSE,1.07128,0.00025,,B-,100,,,,,,,,2.851,0.002,-0.0053,0.0002,25992634.649,3.759,-6860.780,3.502
11,16,Na,3.0136,0.0467,,,FALSE,0.301,0.006,,B-,100,,B-N,0.13,0.04,,,,3.895,0.005,-0.0071,0.0003,26994076.408,4.000,-5517.791,3.726
11,17,Na,3.0400,0.0581,,,FALSE,0.0305,0.0004,,B-,100,,B-N,0.58,0.12,,,,2.426,0.003,0.389,0.011,27998939,11.000,-988.315,10.246
11,18,Na,3.0922,0.0723,,,FALSE,0.0441,0.0009,,B-,100,,B-N,21.5,3,,,,2.449,0.008,0.085,0.003,29002877.091,7.876,2679.994,7.337
11,19,Na,3.1180,0.0884,,,FALSE,0.048,0.002,,B-,100,,B-N,30,4,B-2N,1.15,0.25,2.083,0.01,,,30009097.931,5.074,8474.670,4.727
11,20,Na,3.1704,0.0893,,,FALSE,0.017,0.0004,,B-,100,,B-N,39,5,B-2N,0.7,0.1,2.305,0.008,,,31013146.654,15.000,12246.031,13.972
11,21,Na,,,,,FALSE,0.0132,0.0004,,B-,100,,B-N,24,7,B-2N,8.3,2.1,,,,,32020011.024,40.000,18640.152,37.260
11,22,Na,,,,,FALSE,0.008,0.0004,,B-,100,,B-N,47,6,B-2N,13,3,,,,,33025529,483.000,23780.113,449.912
11,23,Na,,,,,FALSE,0.0055,0.001,,B-,100,,B-2N,50,,B-N,15,,,,,,34034010,643.500,31680.114,599.416
11,24,Na,,,,,FALSE,0.0018,0.0005,,B-,100,,B-N,0,,B-5N,,,,,,,35040614,720,37831,670
11,25,Na,,,,,FALSE,0.00000018,,,N,,,,,,,,,,,,,36049279,737,45903,687
11,26,Na,,,,,FALSE,0.00000006,,,B-,,,B-N,,,,,,,,,,37057042,737,53134,687
12,6,Mg,,,,,FALSE,3.80198095892821E-21,3.16831746577351E-21,,2P,100,,,,,,,,,,,,,,,
12,7,Mg,,,,,FALSE,0.000000000004002085219924440,0,,2P,100,,,,,,,,,,,,19034179.92,64.413,31838.394,60.001
12,8,Mg,,,,,FALSE,0.0904,0.0007,,B+,100,,B+P,30.3,1.2,,,,,,,,20018763.075,2.000,17477.694,1.863
12,9,Mg,,,,,FALSE,0.122,0.003,,EC+B+,100,,B+P,32.6,1,B+A,0.5,,-0.983,0.007,,,21011705.764,0.810,10903.851,0.755
12,10,Mg,,,,,FALSE,3.8755,0.0012,,EC+B+,100,,,,,,,,,,,,21999570.597,0.170,-399.986,0.159
12,11,Mg,,,,,FALSE,11.3046,0.0045,,EC+B+,100,,,,,,,,-0.5363,0.0003,0.114,0.003,22994123.768,0.034,-5473.675,0.032
12,12,Mg,3.0570,0.0016,78.965,0.049,TRUE,,,,,,,,,,,,,1.08,0.03,-0.29,0.03,23985041.689,0.013,-13933.578,0.013
12,13,Mg,3.0284,0.0022,10.011,0.013,TRUE,,,,,,,,,,,,,-0.85533,0.00003,0.199,0.002,24985836.966,0.050,-13192.782,0.047
12,14,Mg,3.0337,0.0018,11.025,0.038,TRUE,,,,,,,,,,,,,1.1,0.3,-0.21,0.02,25982592.972,0.031,-16214.544,0.029
12,15,Mg,,,,,FALSE,567.48,0.72,,B-,100,,,,,,,,-0.4106,0.0015,,,26984340.647,0.050,-14586.594,0.047
12,16,Mg,,,,,FALSE,75294,32.4,,B-,100,,,,,,,,,,,,27983875.426,0.280,-15019.946,0.261
12,17,Mg,,,,,FALSE,1.3,0.12,,B-,100,,,,,,,,0.9779,0.0006,-0.16,0.04,28988607.163,0.369,-10612.360,0.345
12,18,Mg,,,,,FALSE,0.335,0.017,,B-,100,,,,,,,,,,,,29990465.454,1.390,-8881.373,1.295
12,19,Mg,,,,,FALSE,0.27,0.002,,B-,100,,B-N,6.2,1.9,,,,-0.8834,0.00015,,,30996648.232,3.300,-3122.152,3.074
12,20,Mg,,,,,FALSE,0.086,0.005,,B-,100,,B-N,5.5,0.5,,,,,,,,31999110.138,3.500,-828.901,3.260
12,21,Mg,,,,,FALSE,0.0905,0.0016,,B-,100,,B-N,14,2,,,,-0.7455,0.0005,0.13,0.09,33005327.862,2.859,4962.873,2.663
12,22,Mg,,,,,FALSE,0.02,0.01,,B-,100,,B-N,,,,,,,,,,34008935.455,7.400,8323.324,6.893
12,23,Mg,,,,,FALSE,0.0113,0.0006,,B-,100,,B-N,52,46,B-3N,,,,,,,35016790,289.500,15639.786,269.668
12,24,Mg,,,,,FALSE,0.0076,0.00065,,B-,100,,B-N,,,,,,,,,,36021879,741.000,20380.159,690.237
12,25,Mg,,,,,FALSE,0.008,0.004,,N,,,B-N,,,B-,,,,,,,37030286.265,750.350,28211.478,698.947
12,26,Mg,,,,,FALSE,,,,B-,100,,B-N,,,B-2N,,,,,,,38036580,540,34074,503
12,27,Mg,,,,,FALSE,0.00000018,,,N,,,,,,,,,,,,,39045921,551,42775,513
12,28,Mg,,,,,FALSE,,,,B-,100,,B-7N,,,B-6N,,,,,,,40053194,537,49550,500
13,8,Al,,,,,FALSE,0.000000035,,,P,,,,,,,,,,,,,21029082,644,27090,600
13,9,Al,,,,,FALSE,0.0911,0.0005,,EC+B+,100,,B+P,55,3,B+2P,1.1,0.1,,,,,22019540,430,18201,401
13,10,Al,,,,,FALSE,0.446,0.006,,EC+B+,100,,ECP,1.04,0.03,,,,3.89,0.02,,,23007244.351,0.370,6748.071,0.345
13,11,Al,,,,,FALSE,2.053,0.004,,EC+B+,100,,ECA,0.035,0.006,ECP,0.0016,0.0003,2.99,0.09,,,23999947.598,0.244,-48.812,0.228
13,12,Al,,,,,FALSE,7.183,0.012,,EC+B+,100,,,,,,,,3.6447,0.0012,0.24,0.02,24990428.308,0.069,-8915.974,0.065
13,13,Al,,,,,FALSE,22626315923782.500,757366223390.208,0,EC+B+,100,,,,,,,,2.803,0.004,0.26,0.03,25986891.876,0.071,-12210.139,0.066
13,14,Al,3.0610,0.0031,100,,TRUE,,,,,,,,,,,,,3.6407,0.00002,0.1466,0.001,26981538.408,0.050,-17196.864,0.047
13,15,Al,,,,,FALSE,134.7,0.12,,B-,100,,,,,,,,3.241,0.005,0.172,0.012,27981910.009,0.052,-16850.719,0.049
13,16,Al,,,,,FALSE,393.6,3.6,,B-,100,,,,,,,,,,,,28980453.164,0.370,-18207.762,0.345
13,17,Al,,,,,FALSE,3.62,0.06,,B-,100,,,,,,,,3.012,0.007,,,29982969.171,2.077,-15864.116,1.936
13,18,Al,,,,,FALSE,0.644,0.025,,B-,100,,B-N,1.6,,,,,3.832,0.005,0.134,0.002,30983949.754,2.400,-14950.709,2.236
