num,denom,value,one_up
0,0,0.01,FALSE
0,0,0.02,FALSE
0,0,0.03,FALSE
0,0,0.04,FALSE
0,0,0.05,FALSE
0,0,0.060000000000000005,FALSE
1,8,0.06999999999999999,FALSE
1,8,0.08,FALSE
1,8,0.09,FALSE
1,8,0.09999999999999999,FALSE
1,8,0.11,FALSE
1,8,0.12,FALSE
1,8,0.13,FALSE
1,8,0.14,FALSE
1,8,0.15000000000000002,FALSE
1,8,0.16,FALSE
1,8,0.17,FALSE
1,8,0.18000000000000002,FALSE
2,8,0.19,FALSE
2,8,0.2,FALSE
2,8,0.21000000000000002,FALSE
2,8,0.22,FALSE
2,8,0.23,FALSE
2,8,0.24000000000000002,FALSE
2,8,0.25,FALSE
2,8,0.26,FALSE
2,8,0.27,FALSE
2,8,0.28,FALSE
2,8,0.29000000000000004,FALSE
2,8,0.3,FALSE
2,8,0.31,FALSE
3,8,0.32,FALSE
3,8,0.33,FALSE
3,8,0.34,FALSE
3,8,0.35000000000000003,FALSE
3,8,0.36000000000000004,FALSE
3,8,0.37,FALSE
3,8,0.38,FALSE
3,8,0.39,FALSE
3,8,0.4,FALSE
3,8,0.41000000000000003,FALSE
3,8,0.42000000000000004,FALSE
3,8,0.43,FALSE
4,8,0.44,FALSE
4,8,0.45,FALSE
4,8,0.46,FALSE
4,8,0.47000000000000003,FALSE
4,8,0.48000000000000004,FALSE
4,8,0.49,FALSE
4,8,0.5,FALSE
4,8,0.51,FALSE
4,8,0.52,FALSE
4,8,0.53,FALSE
4,8,0.54,FALSE
4,8,0.55,FALSE
4,8,0.56,FALSE
5,8,0.5700000000000001,FALSE
5,8,0.5800000000000001,FALSE
5,8,0.59,FALSE
5,8,0.6,FALSE
5,8,0.61,FALSE
5,8,0.62,FALSE
5,8,0.63,FALSE
5,8,0.64,FALSE
5,8,0.65,FALSE
5,8,0.66,FALSE
5,8,0.67,FALSE
5,8,0.68,FALSE
6,8,0.6900000000000001,FALSE
6,8,0.7000000000000001,FALSE
6,8,0.7100000000000001,FALSE
6,8,0.72,FALSE
6,8,0.73,FALSE
6,8,0.74,FALSE
6,8,0.75,FALSE
6,8,0.76,FALSE
6,8,0.77,FALSE
6,8,0.78,FALSE
6,8,0.79,FALSE
6,8,0.8,FALSE
6,8,0.81,FALSE
7,8,0.8200000000000001,FALSE
7,8,0.8300000000000001,FALSE
7,8,0.8400000000000001,FALSE
7,8,0.85,FALSE
7,8,0.86,FALSE
7,8,0.87,FALSE
7,8,0.88,FALSE
7,8,0.89,FALSE
7,8,0.9,FALSE
7,8,0.91,FALSE
7,8,0.92,FALSE
7,8,0.93,FALSE
0,0,0.9400000000000001,TRUE
0,0,0.9500000000000001,TRUE
0,0,0.9600000000000001,TRUE
0,0,0.97,TRUE
0,0,0.98,TRUE
0,0,0.99,TRUE
