year,title,original_title,director,languages,countries_of_origin,run_time,imdb_url
2004,Woman Is the Future of Man,Yeojaneun namjaui miraeda,Hong Sang-soo,ko,"KR,FR",1h 28m,https://www.imdb.com/title/tt0403692/
2004,The Holy Girl,La niña santa,Lucrecia Martel,es,"AR,IT,NL,ES",1h 46m,https://www.imdb.com/title/tt0300270/
2004,The Consequences of Love,Le conseguenze dell'amore,Paolo Sorrentino,it,IT,1h 40m,https://www.imdb.com/title/tt0398883/
2004,Mondovino,,Jonathan Nossiter,"en,fr,it,es,pt","AR,FR,IT,US",2h 15m,https://www.imdb.com/title/tt0411674/
2004,Oldboy,Oldeuboi,Park Chan-wook,ko,KR,2h,https://www.imdb.com/title/tt0364569/
2004,Shrek 2,,"Andrew Adamson, Kelly Asbury, Conrad Vernon",en,US,1h 33m,https://www.imdb.com/title/tt0298148/
2004,Tropical Malady,Sud pralad,Apichatpong Weerasethakul,th,"TH,FR,DE,IT",1h 58m,https://www.imdb.com/title/tt0381668/
2004,The Ladykillers,,"Ethan Coen, Joel Coen","en,vi",US,1h 44m,https://www.imdb.com/title/tt0335245/
2004,The Life and Death of Peter Sellers,,Stephen Hopkins,en,"GB,US",2h 2m,https://www.imdb.com/title/tt0352520/
2004,Life Is a Miracle,Zivot je cudo,Emir Kusturica,"sr,en,de,hu","RS,FR,IT",2h 35m,https://www.imdb.com/title/tt0322420/
2005,A History of Violence,,David Cronenberg,en,"US,CA,GB,DE",1h 36m,https://www.imdb.com/title/tt0399146/
2005,Bashing,Basshingu,Masahiro Kobayashi,ja,JP,1h 22m,https://www.imdb.com/title/tt0456836/
2005,Battle in Heaven,Batalla en el cielo,Carlos Reygadas,es,"MX,FR,BE,DE",1h 38m,https://www.imdb.com/title/tt0387055/
2005,Broken Flowers,,Jim Jarmusch,en,"FR,US",1h 46m,https://www.imdb.com/title/tt0412019/
2005,Caché,,Michael Haneke,fr,"FR,AT,DE,IT",1h 57m,https://www.imdb.com/title/tt0387898/
2005,Don't Come Knocking,,Wim Wenders,en,"GB,FR,DE,US",2h 2m,https://www.imdb.com/title/tt0377800/
2005,Election,Hak se wooi,Johnnie To,"zh,en",HK,1h 41m,https://www.imdb.com/title/tt0434008/
2005,Free Zone,,Amos Gitai,"en,he,ar,es","IL,BE,FR,ES",1h 30m,https://www.imdb.com/title/tt0441761/
2005,Tale of Cinema,Geuk jang jeon,Hong Sang-soo,ko,"FR,KR",1h 29m,https://www.imdb.com/title/tt0461795/
2005,Kilomètre Zéro,,Hiner Saleem,"ku,ar,fr","FR,IQ,FI",1h 31m,https://www.imdb.com/title/tt0459668/
2005,The Child,L'enfant,"Jean-Pierre Dardenne, Luc Dardenne",fr,"BE,FR",1h 35m,https://www.imdb.com/title/tt0456396/
2005,Last Days,,Gus Van Sant,en,US,1h 37m,https://www.imdb.com/title/tt0403217/
2005,Lemming,,Dominik Moll,fr,FR,2h 9m,https://www.imdb.com/title/tt0415932/
2005,Manderlay,,Lars von Trier,en,"DK,SE,NL,FR,DE,GB,IT,US",2h 19m,https://www.imdb.com/title/tt0342735/
2005,To Paint or Make Love,Peindre ou faire l'amour,"Arnaud Larrieu, Jean-Marie Larrieu",fr,FR,1h 40m,https://www.imdb.com/title/tt0431975/
2005,Once You're Born You Can No Longer Hide,Quando sei nato non puoi più nasconderti,Marco Tullio Giordana,it,"IT,FR,GB",1h 55m,https://www.imdb.com/title/tt0418091/
2005,Shanghai Dreams,Qing hong,Xiaoshuai Wang,zh,CN,2h 3m,https://www.imdb.com/title/tt0456658/
2005,Sin City,,"Frank Miller, Quentin Tarantino, Robert Rodriguez",en,US,2h 4m,https://www.imdb.com/title/tt0401792/
2005,The Three Burials of Melquiades Estrada,,Tommy Lee Jones,"en,es","FR,MX,US",2h 1m,https://www.imdb.com/title/tt0419294/
2005,Three Times,Zui hao de shi guang,Hsiao-Hsien Hou,zh,"FR,TW",2h 19m,https://www.imdb.com/title/tt0459666/
2005,Where the Truth Lies,,Atom Egoyan,"en,zh","CA,GB",1h 47m,https://www.imdb.com/title/tt0373450/
2006,Babel,,Alejandro G. Iñárritu,"en,ar,es,ja,fr,ru","US,MX,FR",2h 23m,https://www.imdb.com/title/tt0449467/
2006,Chronicle of an Escape,Crónica de una fuga,Israel Adrián Caetano,es,AR,1h 43m,https://www.imdb.com/title/tt0479354/
2006,Pan's Labyrinth,El laberinto del fauno,Guillermo del Toro,es,"MX,ES",1h 58m,https://www.imdb.com/title/tt0457430/
2006,Fast Food Nation,,Richard Linklater,"en,es","GB,US",1h 56m,https://www.imdb.com/title/tt0460792/
2006,Flanders,Flandres,Bruno Dumont,"fr,ar",FR,1h 31m,https://www.imdb.com/title/tt0450680/
2006,Climates,Iklimler,Nuri Bilge Ceylan,tr,"TR,FR",1h 38m,https://www.imdb.com/title/tt0498097/
2006,The Caiman,Il caimano,Nanni Moretti,it,"FR,IT",1h 52m,https://www.imdb.com/title/tt0429727/
2006,Days of Glory,Indigènes,Rachid Bouchareb,"fr,ar","DZ,FR,MA,BE",2h 3m,https://www.imdb.com/title/tt0444182/
2006,Colossal Youth,Juventude em Marcha,Pedro Costa,pt,"PT,FR,CH",2h 36m,https://www.imdb.com/title/tt0460480/
2006,The Family Friend,L'amico di famiglia,Paolo Sorrentino,it,"IT,FR",1h 42m,https://www.imdb.com/title/tt0772105/
2006,The Law of the Weakest,La raison du plus faible,Lucas Belvaux,fr,"BE,FR",1h 56m,https://www.imdb.com/title/tt0454536/
2006,Lights in the Dusk,Laitakaupungin valot,Aki Kaurismäki,"fi,ru","FI,DE,FR,IT,SE",1h 18m,https://www.imdb.com/title/tt0458242/
2006,Marie Antoinette,,Sofia Coppola,"en,fr","US,FR,JP",2h 3m,https://www.imdb.com/title/tt0422720/
2006,When I Was a Singer,Quand j'étais chanteur,Xavier Giannoli,fr,FR,1h 52m,https://www.imdb.com/title/tt0464828/
2006,Red Road,,Andrea Arnold,en,"GB,DK",1h 53m,https://www.imdb.com/title/tt0471030/
2006,Charlie Says,Selon Charlie,Nicole Garcia,"fr,en,de",FR,2h 20m,https://www.imdb.com/title/tt0444418/
2006,Southland Tales,,Richard Kelly,en,"FR,DE,US",2h 25m,https://www.imdb.com/title/tt0405336/
2006,Summer Palace,Yi He Yuan,Ye Lou,"zh,de","CN,FR",2h 38m,https://www.imdb.com/title/tt0794374/
2006,The Wind That Shakes the Barley,,Ken Loach,"en,ga","IE,GB,DE,IT,ES,FR,CH",2h 7m,https://www.imdb.com/title/tt0460989/
2006,Volver,,Pedro Almodóvar,es,"ES,US",2h 1m,https://www.imdb.com/title/tt0441909/
2007,"4 Months, 3 Weeks and 2 Days","4 luni, 3 saptamâni si 2 zile",Cristian Mungiu,ro,"RO,NL",1h 53m,https://www.imdb.com/title/tt1032846/
2007,Aleksandra,,Aleksandr Sokurov,ru,"RU,FR",1h 35m,https://www.imdb.com/title/tt1034427/
2007,The Edge of Heaven,Auf der anderen Seite,Fatih Akin,"de,tr,en","DE,TR,IT",2h 2m,https://www.imdb.com/title/tt0880502/
2007,Death Proof,,Quentin Tarantino,en,US,2h 7m,https://www.imdb.com/title/tt1028528/
2007,Import Export,,Ulrich Seidl,"de,ru,sk,cs,en","AT,FR,DE",2h 21m,https://www.imdb.com/title/tt0459102/
2007,The Banishment,Izgnanie,Andrey Zvyagintsev,ru,RU,2h 30m,https://www.imdb.com/title/tt0488905/
2007,The Diving Bell and the Butterfly,Le scaphandre et le papillon,Julian Schnabel,fr,"FR,US",1h 52m,https://www.imdb.com/title/tt0401383/
2007,Love Songs,Les chansons d'amour,Christophe Honoré,fr,FR,1h 31m,https://www.imdb.com/title/tt0996605/
2007,The Mourning Forest,Mogari no mori,Naomi Kawase,ja,"JP,FR",1h 37m,https://www.imdb.com/title/tt1016205/
2007,My Blueberry Nights,,Kar-Wai Wong,en,"CN,FR,HK,US",1h 35m,https://www.imdb.com/title/tt0765120/
2007,No Country for Old Men,,"Ethan Coen, Joel Coen","en,es",US,2h 2m,https://www.imdb.com/title/tt0477348/
2007,Paranoid Park,,Gus Van Sant,"en,fr","FR,US",1h 25m,https://www.imdb.com/title/tt0842929/
2007,Persepolis,,"Vincent Paronnaud, Marjane Satrapi","fr,en,fa,de","FR,US",1h 36m,https://www.imdb.com/title/tt0808417/
2007,Promise Me This,Zavet,Emir Kusturica,sr,"RS,FR",2h 3m,https://www.imdb.com/title/tt0479519/
2007,Secret Sunshine,Milyang,Lee Chang-dong,ko,KR,2h 22m,https://www.imdb.com/title/tt0817225/
2007,Breath,Soom,Kim Ki-duk,ko,KR,1h 24m,https://www.imdb.com/title/tt0901475/
2007,Silent Light,Stellet Licht,Carlos Reygadas,"de,es,fr,en","MX,FR,NL,DE",2h 25m,https://www.imdb.com/title/tt0841925/
2007,Tehilim,,Raphaël Nadjari,he,"FR,IL,US",1h 36m,https://www.imdb.com/title/tt0816672/
2007,The Man from London,A londoni férfi,"Béla Tarr, Ágnes Hranitzky","hu,en,fr","HU,DE,FR,IT",2h 19m,https://www.imdb.com/title/tt0415127/
2007,The Last Mistress,Une vieille maîtresse,Catherine Breillat,fr,"FR,IT",1h 55m,https://www.imdb.com/title/tt0437526/
2007,We Own the Night,,James Gray,"en,ru,es",US,1h 57m,https://www.imdb.com/title/tt0498399/
2007,Zodiac,,David Fincher,en,US,2h 37m,https://www.imdb.com/title/tt0443706/
2008,Adoration,,Atom Egoyan,"en,fr,he",CA,1h 41m,https://www.imdb.com/title/tt1074929/
2008,Blindness,,Fernando Meirelles,"en,ja","BR,CA,JP,GB,IT",2h 1m,https://www.imdb.com/title/tt0861689/
2008,Che,,Steven Soderbergh,"es,en","FR,ES,US",2h 14m,https://www.imdb.com/title/tt0892255/
2008,Delta,,Kornél Mundruczó,hu,"HU,DE",1h 32m,https://www.imdb.com/title/tt0910860/
2008,The Class,Entre les murs,Laurent Cantet,"fr,bm,es",FR,2h 8m,https://www.imdb.com/title/tt1068646/
2008,24 City,Er shi si cheng ji,Zhangke Jia,zh,"CN,HK,JP",1h 52m,https://www.imdb.com/title/tt1103963/
2008,Gomorrah,Gomorra,Matteo Garrone,"it,zh,fr","IT,BE",2h 17m,https://www.imdb.com/title/tt0929425/
2008,Il Divo,Il divo,Paolo Sorrentino,"it,en","IT,FR",1h 50m,https://www.imdb.com/title/tt1023490/
2008,Changeling,,Clint Eastwood,en,US,2h 21m,https://www.imdb.com/title/tt0824747/
2008,Frontier of Dawn,La frontière de l'aube,Philippe Garrel,fr,FR,1h 46m,https://www.imdb.com/title/tt1073535/
2008,The Headless Woman,La mujer sin cabeza,Lucrecia Martel,es,"AR,FR,IT,ES",1h 27m,https://www.imdb.com/title/tt1221141/
2008,The Silence of Lorna,Le silence de Lorna,"Jean-Pierre Dardenne, Luc Dardenne","fr,sq,ru","BE,FR,IT,DE",1h 45m,https://www.imdb.com/title/tt1186369/
2008,Lion's Den,Leonera,Pablo Trapero,"es,fr","AR,KR,BR,ES",1h 53m,https://www.imdb.com/title/tt1022606/
2008,Linha de Passe,,"Walter Salles, Daniela Thomas",pt,BR,1h 53m,https://www.imdb.com/title/tt0803029/
2008,My Magic,,Eric Khoo,"ta,nan,en",SG,1h 15m,https://www.imdb.com/title/tt1233329/
2008,Palermo Shooting,,Wim Wenders,"en,de,it","DE,FR,IT",2h 4m,https://www.imdb.com/title/tt1008017/
2008,Service,Serbis,Brillante Mendoza,"fil,tl","PH,FR,KR,HK",1h 27m,https://www.imdb.com/title/tt1225296/
2008,"Synecdoche, New York",,Charlie Kaufman,"en,de",US,2h 4m,https://www.imdb.com/title/tt0383028/
2008,Two Lovers,,James Gray,en,"FR,US",1h 50m,https://www.imdb.com/title/tt1103275/
2008,A Christmas Tale,Un conte de Noël,Arnaud Desplechin,"fr,it,ru,he",FR,2h 32m,https://www.imdb.com/title/tt0993789/
2008,Waltz with Bashir,Vals Im Bashir,Ari Folman,"he,ar,de,en","IL,FR,DE,US,FI,CH,BE,AU",1h 30m,https://www.imdb.com/title/tt1185616/
2008,Three Monkeys, Üç Maymun,Nuri Bilge Ceylan,tr,"TR,FR,IT",1h 49m,https://www.imdb.com/title/tt1233381/
2009,Antichrist,,Lars von Trier,en,"DK,DE,FR,SE,IT,PL",1h 48m,https://www.imdb.com/title/tt0870984/
2009,Thirst,Bakjwi,Park Chan-wook,"ko,en,fr","KR,US",2h 14m,https://www.imdb.com/title/tt0762073/
2009,Bright Star,,Jane Campion,"en,fr","AU,GB,FR",1h 59m,https://www.imdb.com/title/tt0810784/
2009,Spring Fever,Chun feng chen zui de ye wan,Ye Lou,zh,"CN,FR",1h 56m,https://www.imdb.com/title/tt1422119/
2009,The White Ribbon,Das weiße Band - Eine deutsche Kindergeschichte,Michael Haneke,"de,it,pl","DE,AT,FR,IT,CA",2h 24m,https://www.imdb.com/title/tt1149362/
2009,Enter the Void,,Gaspar Noé,"en,ja","FR,DE,IT,CA,JP",2h 41m,https://www.imdb.com/title/tt1191111/
2009,Fish Tank,,Andrea Arnold,en,"GB,NL",2h 3m,https://www.imdb.com/title/tt1232776/
2009,Inglourious Basterds,,Quentin Tarantino,"en,de,fr,it","DE,US",2h 33m,https://www.imdb.com/title/tt0361748/
2009,Kinatay,,Brillante Mendoza,"fil,tl,en","FR,PH,NL,JP",1h 45m,https://www.imdb.com/title/tt1423592/
2009,Wild Grass,Les herbes folles,Alain Resnais,fr,"FR,IT",1h 44m,https://www.imdb.com/title/tt1156143/
2009,Looking for Eric,,Ken Loach,"en,fr","GB,FR,IT,BE,ES",1h 56m,https://www.imdb.com/title/tt1242545/
2009,Broken Embraces,Los abrazos rotos,Pedro Almodóvar,"es,en",ES,2h 7m,https://www.imdb.com/title/tt0913425/
2009,Map of the Sounds of Tokyo,,Isabel Coixet,"ja,en,ca",ES,1h 49m,https://www.imdb.com/title/tt1185376/
2009,Taking Woodstock,,Ang Lee,en,"US,TW",2h,https://www.imdb.com/title/tt1127896/
2009,The Time That Remains,,Elia Suleiman,"ar,he,en","FR,BE,IT,AE",1h 49m,https://www.imdb.com/title/tt1037163/
2009,A Prophet,Un prophète,Jacques Audiard,"fr,ar","FR,IT",2h 35m,https://www.imdb.com/title/tt1235166/
2009,Vengeance,Fuk sau,Johnnie To,"zh,en,fr","HK,FR",1h 48m,https://www.imdb.com/title/tt1329454/
2009,Vincere,,Marco Bellocchio,"it,de","IT,FR",2h 8m,https://www.imdb.com/title/tt1156173/
2009,Face,,Tsai Ming-liang,"fr,zh,en","FR,TW,BE,NL",2h 18m,https://www.imdb.com/title/tt1262420/
2009,In the Beginning,À l'origine,Xavier Giannoli,fr,FR,2h 10m,https://www.imdb.com/title/tt1198385/
2010,Another Year,,Mike Leigh,en,"GB,US",2h 9m,https://www.imdb.com/title/tt1431181/
2010,Biutiful,,Alejandro G. Iñárritu,"es,zh,wo","MX,ES",2h 28m,https://www.imdb.com/title/tt1164999/
2010,Certified Copy,Copie conforme,Abbas Kiarostami,"fr,en,it","FR,IT,BE,IR",1h 46m,https://www.imdb.com/title/tt1020773/
2010,Of Gods and Men,Des hommes et des dieux,Xavier Beauvois,"fr,ar",FR,2h 2m,https://www.imdb.com/title/tt1588337/
2010,Fair Game,,Doug Liman,"en,ar,fr","US,AE",1h 48m,https://www.imdb.com/title/tt0977855/
2010,Outside the Law,Hors la loi,Rachid Bouchareb,"fr,ar,en","FR,DZ,BE,TN,IT",2h 18m,https://www.imdb.com/title/tt1229381/
2010,La nostra vita,,Daniele Luchetti,"it,ro","IT,FR",1h 38m,https://www.imdb.com/title/tt1509636/
2010,The Princess of Montpensier,La princesse de Montpensier,Bertrand Tavernier,fr,"FR,DE",2h 19m,https://www.imdb.com/title/tt1599975/
2010,Uncle Boonmee Who Can Recall His Past Lives,Loong Boonmee raleuk chat,Apichatpong Weerasethakul,"th,fr,lo","TH,GB,FR,DE,ES,NL",1h 54m,https://www.imdb.com/title/tt1588895/
2010,Outrage,Autoreiji,Takeshi Kitano,"ja,en",JP,1h 49m,https://www.imdb.com/title/tt1462667/
2010,Poetry,Shi,Lee Chang-dong,ko,"KR,FR",2h 19m,https://www.imdb.com/title/tt1287878/
2010,Chongqing Blues,Rizhao Chongqing,Xiaoshuai Wang,zh,CN,1h 50m,https://www.imdb.com/title/tt1646123/
2010,Route Irish,,Ken Loach,"en,ar","GB,FR,IT,BE,ES",1h 49m,https://www.imdb.com/title/tt1528312/
2010,My Joy,Schaste moe,Sergey Loznitsa,"ru,de","DE,UA,NL",2h 7m,https://www.imdb.com/title/tt1646114/
2010,Tender Son: The Frankenstein Project,Szelíd teremtés - A Frankenstein-terv,Kornél Mundruczó,hu,"HU,DE,AT",1h 49m,https://www.imdb.com/title/tt1527049/
2010,The Housemaid,Hanyo,Im Sang-soo,"ko,en",KR,1h 47m,https://www.imdb.com/title/tt1314652/
2010,Tournée,,Mathieu Amalric,"fr,en","FR,DE",1h 51m,https://www.imdb.com/title/tt1451762/
2010,A Screaming Man,Un homme qui crie,Mahamat-Saleh Haroun,"fr,ar","FR,BE,TD",1h 32m,https://www.imdb.com/title/tt1639901/
2010,Burnt by the Sun 2,Utomlennye solntsem 2,Nikita Mikhalkov,"ru,de",RU,3h 1m,https://www.imdb.com/title/tt0403645/
2011,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,Nuri Bilge Ceylan,tr,"TR,BA",2h 37m,https://www.imdb.com/title/tt1827487/
2011,Drive,,Nicolas Winding Refn,"en,es",US,1h 40m,https://www.imdb.com/title/tt0780504/
2011,We Have a Pope,Habemus Papam,Nanni Moretti,"it,de,en,es,pl,fr","IT,FR",1h 42m,https://www.imdb.com/title/tt1456472/
2011,Hanezu no tsuki,,Naomi Kawase,ja,JP,1h 31m,https://www.imdb.com/title/tt1896753/
2011,Footnote,Hearat Shulayim,Joseph Cedar,he,IL,1h 47m,https://www.imdb.com/title/tt1445520/
2011,Hara-Kiri: Death of a Samurai,Ichimei,Takashi Miike,ja,"JP,GB",2h 8m,https://www.imdb.com/title/tt1728196/
2011,House of Tolerance, L'Apollonide (Souvenirs de la maison close),Bertrand Bonello,fr,FR,2h 2m,https://www.imdb.com/title/tt1660379/
2011,The Skin I Live In,La piel que habito,Pedro Almodóvar,es,"ES,US",2h,https://www.imdb.com/title/tt1189073/
2011,The Source,La source des femmes,Radu Mihaileanu,ar,"FR,BE,IT",2h 15m,https://www.imdb.com/title/tt1686067/
2011,The Kid with a Bike,Le gamin au vélo,"Jean-Pierre Dardenne, Luc Dardenne",fr,"BE,FR,IT",1h 27m,https://www.imdb.com/title/tt1827512/
2011,Le Havre,,Aki Kaurismäki,fr,"FI,FR,DE",1h 33m,https://www.imdb.com/title/tt1508675/
2011,Melancholia,,Lars von Trier,en,"DK,SE,FR,DE",2h 15m,https://www.imdb.com/title/tt1527186/
2011,Michael,,Markus Schleinzer,de,AT,1h 36m,https://www.imdb.com/title/tt1906426/
2011,Pater,,Alain Cavalier,fr,FR,1h 45m,https://www.imdb.com/title/tt1906446/
2011,Polisse,,Maïwenn,"fr,it,ro,ar",FR,2h 7m,https://www.imdb.com/title/tt1661420/
2011,Sleeping Beauty,,Julia Leigh,en,AU,1h 41m,https://www.imdb.com/title/tt1588398/
2011,The Artist,,Michel Hazanavicius,"en,fr","FR,BE,US",1h 40m,https://www.imdb.com/title/tt1655442/
2011,The Tree of Life,,Terrence Malick,en,US,2h 19m,https://www.imdb.com/title/tt0478304/
2011,This Must Be the Place,,Paolo Sorrentino,"en,he","IT,FR,IE",1h 58m,https://www.imdb.com/title/tt1440345/
2011,We Need to Talk About Kevin,,Lynne Ramsay,en,"GB,US,ES",1h 52m,https://www.imdb.com/title/tt1242460/
2012,Amour,,Michael Haneke,"fr,en","AT,FR,DE",2h 7m,https://www.imdb.com/title/tt1602620/
2012,After the Battle,Baad el mawkeaa,Yousry Nasrallah,ar,"FR,EG",2h 4m,https://www.imdb.com/title/tt2368599/
2012,Cosmopolis,,David Cronenberg,en,"CA,FR,PT,IT",1h 49m,https://www.imdb.com/title/tt1480656/
2012,In Another Country,Da-reun na-ra-e-seo,Hong Sang-soo,"ko,en,fr",KR,1h 29m,https://www.imdb.com/title/tt1989712/
2012,Rust and Bone,De rouille et d'os,Jacques Audiard,"fr,en","FR,BE,SG",2h,https://www.imdb.com/title/tt2053425/
2012,The Taste of Money,Donui mat,Im Sang-soo,"ko,en,tg",KR,1h 55m,https://www.imdb.com/title/tt2106670/
2012,Beyond the Hills,Dupa dealuri,Cristian Mungiu,ro,"RO,FR,BE",2h 32m,https://www.imdb.com/title/tt2258281/
2012,Holy Motors,,Leos Carax,"en,fr,zh","FR,DE,BE",1h 55m,https://www.imdb.com/title/tt2076220/
2012,The Hunt,Jagten,Thomas Vinterberg,"de,en,pl","DK,SE",1h 55m,https://www.imdb.com/title/tt2106476/
2012,Killing Them Softly,,Andrew Dominik,en,US,1h 37m,https://www.imdb.com/title/tt1764234/
2012,Lawless,,John Hillcoat,en,US,1h 56m,https://www.imdb.com/title/tt1212450/
2012,Like Someone in Love,,"Abbas Kiarostami, Banafsheh Modaressi",ja,"JP,FR",1h 49m,https://www.imdb.com/title/tt1843287/
2012,Moonrise Kingdom,,Wes Anderson,en,US,1h 34m,https://www.imdb.com/title/tt1748122/
2012,Mud,,Jeff Nichols,en,US,2h 10m,https://www.imdb.com/title/tt1935179/
2012,On the Road,,Walter Salles,"en,fr,es","FR,US,GB,MX,CA,BR,AR",2h 4m,https://www.imdb.com/title/tt0337692/
2012,Paradise: Love,Paradies: Liebe,Ulrich Seidl,"de,en,sw","AT,DE,FR",2h,https://www.imdb.com/title/tt1403214/
2012,Post Tenebras Lux,,Carlos Reygadas,"es,en,fr","MX,FR,NL,DE",1h 55m,https://www.imdb.com/title/tt1754367/
2012,Reality,,Matteo Garrone,"it,en","IT,FR",1h 56m,https://www.imdb.com/title/tt1846487/
2012,The Angels' Share,,Ken Loach,en,"GB,FR,BE,IT",1h 41m,https://www.imdb.com/title/tt1924394/
2012,The Paperboy,,Lee Daniels,en,US,1h 47m,https://www.imdb.com/title/tt1496422/
2012,In the Fog,V tumane,Sergey Loznitsa,"ru,de","DE,NL,BY,RU,LV",2h 7m,https://www.imdb.com/title/tt2325741/
2012,You Ain't Seen Nothin' Yet,Vous n'avez encore rien vu,Alain Resnais,fr,"FR,DE",1h 55m,https://www.imdb.com/title/tt1690389/
2013,Behind the Candelabra,,Steven Soderbergh,en,US,1h 58m,https://www.imdb.com/title/tt1291580/
2013,Borgman,,Alex van Warmerdam,"nl,en","NL,BE,DK",1h 53m,https://www.imdb.com/title/tt1954315/
2013,Grigris,,Mahamat-Saleh Haroun,"fr,ar","TD,FR,BE",1h 41m,https://www.imdb.com/title/tt2852394/
2013,Heli,,Amat Escalante,es,"MX,NL,DE,FR",1h 45m,https://www.imdb.com/title/tt2852376/
2013,Inside Llewyn Davis,,"Ethan Coen, Joel Coen",en,"US,GB,FR",1h 44m,https://www.imdb.com/title/tt2042568/
2013,Young & Beautiful,Jeune et jolie,François Ozon,"fr,de",FR,1h 35m,https://www.imdb.com/title/tt2752200/
2013,Jimmy P: Psychotherapy of a Plains Indian,,Arnaud Desplechin,en,"US,FR",1h 57m,https://www.imdb.com/title/tt2210834/
2013,The Great Beauty,La grande bellezza,Paolo Sorrentino,"it,ja,es,zh,fr,de,en","IT,FR",2h 21m,https://www.imdb.com/title/tt2358891/
2013,Blue Is the Warmest Color,La vie d'Adèle,Abdellatif Kechiche,"fr,en","FR,BE,ES",3h,https://www.imdb.com/title/tt2278871/
2013,Venus in Fur,La Vénus à la fourrure,Roman Polanski,"fr,de","FR,PL",1h 36m,https://www.imdb.com/title/tt2406252/
2013,The Past,Le passé,Asghar Farhadi,"fr,fa","FR,IT,BE",2h 10m,https://www.imdb.com/title/tt2404461/
2013,Age of Uprising: The Legend of Michael Kohlhaas,Michael Kohlhaas,Arnaud des Pallières,"fr,de","FR,DE",2h 2m,https://www.imdb.com/title/tt2054790/
2013,Nebraska,,Alexander Payne,"en,es",US,1h 55m,https://www.imdb.com/title/tt1821549/
2013,Only God Forgives,,Nicolas Winding Refn,"en,th","DK,FR,US,SE,BE,TH",1h 30m,https://www.imdb.com/title/tt1602613/
2013,Only Lovers Left Alive,,Jim Jarmusch,"en,fr,ar,tr","GB,DE,GR,FR",2h 3m,https://www.imdb.com/title/tt1714915/
2013,"Like Father, Like Son",Soshite chichi ni naru,Kore-eda Hirokazu,ja,JP,2h 1m,https://www.imdb.com/title/tt2331143/
2013,The Immigrant,,James Gray,"en,pl",US,2h,https://www.imdb.com/title/tt1951181/
2013,A Touch of Sin,Tian zhu ding,Zhangke Jia,"zh,en","CN,JP,FR",2h 10m,https://www.imdb.com/title/tt2852400/
2013,A Castle in Italy,Un château en Italie,Valeria Bruni Tedeschi,"fr,it,en",FR,1h 44m,https://www.imdb.com/title/tt2234543/
2013,Shield of Straw,Wara no tate,Takashi Miike,ja,"JP,TW",1h 57m,https://www.imdb.com/title/tt2347144/
2014,Goodbye to Language,Adieu au langage,Jean-Luc Godard,"fr,en,de","CH,FR",1h 10m,https://www.imdb.com/title/tt2400275/
2014,The Captive,,Atom Egoyan,en,CA,1h 52m,https://www.imdb.com/title/tt2326612/
2014,"Two Days, One Night","Deux jours, une nuit","Jean-Pierre Dardenne, Luc Dardenne","fr,ar,en","BE,FR,IT",1h 35m,https://www.imdb.com/title/tt2737050/
2014,Foxcatcher,,Bennett Miller,"en,fr",US,2h 14m,https://www.imdb.com/title/tt1100089/
2014,Still the Water,Futatsume no mado,Naomi Kawase,ja,"FR,JP,ES",2h 1m,https://www.imdb.com/title/tt3230162/
2014,Jimmy's Hall,,Ken Loach,"en,ga","GB,IE,FR,BE,JP",1h 49m,https://www.imdb.com/title/tt3110960/
2014,The Wonders,Le meraviglie,Alice Rohrwacher,"it,fr,de,en","IT,CH,DE",1h 50m,https://www.imdb.com/title/tt3044244/
2014,Leviathan,Leviafan,Andrey Zvyagintsev,ru,RU,2h 20m,https://www.imdb.com/title/tt2802154/
2014,Maps to the Stars,,David Cronenberg,en,"CA,DE,FR,US",1h 51m,https://www.imdb.com/title/tt2172584/
2014,Mommy,,Xavier Dolan,"fr,en",CA,2h 19m,https://www.imdb.com/title/tt3612616/
2014,Mr. Turner,,Mike Leigh,en,"GB,FR,DE,US,BE",2h 30m,https://www.imdb.com/title/tt2473794/
2014,Wild Tales,Relatos salvajes,Damián Szifron,es,"AR,ES,FR,GB",2h 2m,https://www.imdb.com/title/tt3011894/
2014,Saint Laurent,,Bertrand Bonello,"fr,en","FR,BE",2h 30m,https://www.imdb.com/title/tt2707848/
2014,Clouds of Sils Maria,Sils Maria,Olivier Assayas,"en,fr,de","FR,DE,CH",2h 4m,https://www.imdb.com/title/tt2452254/
2014,The Homesman,,Tommy Lee Jones,"en,da","FR,US",2h 2m,https://www.imdb.com/title/tt2398231/
2014,The Search,,Michel Hazanavicius,"fr,en,ru","FR,GE",2h 15m,https://www.imdb.com/title/tt2177827/
2014,Timbuktu,,Abderrahmane Sissako,"fr,ar,bm,en","FR,MR,QA",1h 36m,https://www.imdb.com/title/tt3409392/
2014,Winter Sleep,Kis Uykusu,Nuri Bilge Ceylan,"tr,en","TR,FR,DE",3h 16m,https://www.imdb.com/title/tt2758880/
2015,Carol,,Todd Haynes,en,"GB,FR,AU,US",1h 58m,https://www.imdb.com/title/tt2402927/
2015,Chronic,,Michel Franco,en,"MX,FR",1h 33m,https://www.imdb.com/title/tt3850496/
2015,Dheepan,,Jacques Audiard,"ta,fr,en",FR,1h 55m,https://www.imdb.com/title/tt4082068/
2015,Tale of Tales,Il racconto dei racconti,Matteo Garrone,"en,ru","IT,FR,GB",2h 14m,https://www.imdb.com/title/tt3278330/
